"","Entity","Code","Year","nuclear_perc"
"1466","Western Africa (EI)","","1987",0
"1467","World","OWID_WRL","1987",5.518215
"1468","Africa","","1988",1.1812614
"1469","Africa (EI)","","1988",1.1812614
"1470","Algeria","DZA","1988",0
"1471","Argentina","ARG","1988",3.042493
"1472","Asia","","1988",3.0748186
"1473","Asia Pacific (EI)","","1988",3.6900592
"1474","Austria","AUT","1988",0
"1475","Azerbaijan","AZE","1988",0
"1476","Bangladesh","BGD","1988",0
"1477","Belarus","BLR","1988",0
"1478","Belgium","BEL","1988",20.722084
"1479","Brazil","BRA","1988",0.11254808
"1480","Bulgaria","BGR","1988",12.835609
"1481","CIS (EI)","","1988",3.0748746
"1482","Canada","CAN","1988",7.592769
"1483","Central America (EI)","","1988",0
"1484","Chile","CHL","1988",0
"1485","China","CHN","1988",0
"1486","Colombia","COL","1988",0
"1487","Czechia","CZE","1988",5.1101027
"1488","Denmark","DNK","1988",0
"1489","Eastern Africa (EI)","","1988",0
"1490","Egypt","EGY","1988",0
"1491","Estonia","EST","1988",0
"1492","Europe","","1988",7.9171195
"1493","Europe (EI)","","1988",9.6083145
"1494","European Union (27)","","1988",11.0740185
"1495","Finland","FIN","1988",18.225931
"1496","France","FRA","1988",30.712566
"1497","Germany","DEU","1988",10.334494
"1498","Greece","GRC","1988",0
"1499","High-income countries","","1988",8.433729
"1500","Hungary","HUN","1988",11.2652235
"1501","India","IND","1988",0.8786956
"1502","Indonesia","IDN","1988",0
"1503","Iran","IRN","1988",0
"1504","Ireland","IRL","1988",0
"1505","Israel","ISR","1988",0
"1506","Italy","ITA","1988",0
"1507","Japan","JPN","1988",10.136331
"1508","Kazakhstan","KAZ","1988",0
"1509","Latvia","LVA","1988",0
"1510","Lithuania","LTU","1988",19.830824
"1511","Lower-middle-income countries","","1988",2.8489723
"1512","Malaysia","MYS","1988",0
"1513","Mexico","MEX","1988",0
"1514","Middle Africa (EI)","","1988",0
"1515","Middle East (EI)","","1988",0
"1516","Morocco","MAR","1988",0
"1517","Netherlands","NLD","1988",1.1791291
"1518","New Zealand","NZL","1988",0
"1519","Non-OECD (EI)","","1988",2.0943642
"1520","North America","","1988",6.7796493
"1521","North America (EI)","","1988",6.8900337
"1522","Norway","NOR","1988",0
"1523","OECD (EI)","","1988",8.458335
"1524","Oceania","","1988",0
"1525","Pakistan","PAK","1988",0.2002334
"1526","Peru","PER","1988",0
"1527","Poland","POL","1988",0
"1528","Romania","ROU","1988",0
"1529","Russia","RUS","1988",3.7437253
"1530","Saudi Arabia","SAU","1988",0
"1531","Slovakia","SVK","1988",13.333938
"1532","South Africa","ZAF","1988",2.8565722
"1533","South America","","1988",0.5429322
"1534","South Korea","KOR","1988",13.128625
"1535","South and Central America (EI)","","1988",0.46808365
"1536","Spain","ESP","1988",14.041977
"1537","Sweden","SWE","1988",28.718945
"1538","Switzerland","CHE","1988",18.86496
"1539","Taiwan","TWN","1988",16.822035
"1540","Thailand","THA","1988",0
"1541","Turkey","TUR","1988",0
"1542","Turkmenistan","TKM","1988",0
"1543","USSR","OWID_USS","1988",2.7346985
"1544","Ukraine","UKR","1988",7.1551123
"1545","United Kingdom","GBR","1988",7.2437654
"1546","United States","USA","1988",7.1496778
"1547","Upper-middle-income countries","","1988",1.8103215
"1548","Uzbekistan","UZB","1988",0
"1549","Venezuela","VEN","1988",0
"1550","Western Africa (EI)","","1988",0
"1551","World","OWID_WRL","1988",5.797797
"1552","Africa","","1989",1.2475647
"1553","Africa (EI)","","1989",1.2475647
"1554","Algeria","DZA","1989",0
"1555","Argentina","ARG","1989",2.7420633
"1556","Asia","","1989",3.063717
"1557","Asia Pacific (EI)","","1989",3.7044737
"1558","Austria","AUT","1989",0
"1559","Azerbaijan","AZE","1989",0
"1560","Bangladesh","BGD","1989",0
"1561","Belarus","BLR","1989",0
"1562","Belgium","BEL","1989",19.670311
"1563","Brazil","BRA","1989",0.32942358
"1564","Bulgaria","BGR","1989",11.765628
"1565","CIS (EI)","","1989",3.0287015
"1566","Canada","CAN","1989",7.196498
"1567","Central America (EI)","","1989",0
"1568","Chile","CHL","1989",0
"1569","China","CHN","1989",0
"1570","Colombia","COL","1989",0
"1571","Czechia","CZE","1989",5.540292
"1572","Denmark","DNK","1989",0
"1573","Eastern Africa (EI)","","1989",0
"1574","Egypt","EGY","1989",0
"1575","Estonia","EST","1989",0
"1576","Europe","","1989",8.272923
"1577","Europe (EI)","","1989",10.109425
"1578","European Union (27)","","1989",11.645708
"1579","Finland","FIN","1989",17.717686
"1580","France","FRA","1989",33.45373
"1581","Germany","DEU","1989",10.768156
"1582","Greece","GRC","1989",0
"1583","High-income countries","","1989",8.593546
"1584","Hungary","HUN","1989",11.947651
"1585","India","IND","1989",0.53239864
"1586","Indonesia","IDN","1989",0
"1587","Iran","IRN","1989",0
"1588","Ireland","IRL","1989",0
"1589","Israel","ISR","1989",0
"1590","Italy","ITA","1989",0
"1591","Japan","JPN","1989",10.470956
"1592","Kazakhstan","KAZ","1989",0.033952188
"1593","Latvia","LVA","1989",0
"1594","Lithuania","LTU","1989",23.795412
"1595","Lower-middle-income countries","","1989",2.4953651
"1596","Malaysia","MYS","1989",0
"1597","Mexico","MEX","1989",0.0872483
"1598","Middle Africa (EI)","","1989",0
"1599","Middle East (EI)","","1989",0
"1600","Morocco","MAR","1989",0
"1601","Netherlands","NLD","1989",1.2835692
"1602","New Zealand","NZL","1989",0
"1603","Non-OECD (EI)","","1989",1.9665669
"1604","North America","","1989",6.6136703
"1605","North America (EI)","","1989",6.7219706
"1606","Norway","NOR","1989",0
"1607","OECD (EI)","","1989",8.64194
"1608","Oceania","","1989",0
"1609","Pakistan","PAK","1989",0.115855955
"1610","Peru","PER","1989",0
"1611","Poland","POL","1989",0
"1612","Romania","ROU","1989",0
"1613","Russia","RUS","1989",3.7721229
"1614","Saudi Arabia","SAU","1989",0
"1615","Slovakia","SVK","1989",13.927737
"1616","South Africa","ZAF","1989",3.1628895
"1617","South America","","1989",0.57135236
"1618","South Korea","KOR","1989",14.264093
"1619","South and Central America (EI)","","1989",0.49141654
"1620","Spain","ESP","1989",14.90642
"1621","Sweden","SWE","1989",27.749289
"1622","Switzerland","CHE","1989",20.224194
"1623","Taiwan","TWN","1989",14.621658
"1624","Thailand","THA","1989",0
"1625","Turkey","TUR","1989",0
"1626","Turkmenistan","TKM","1989",0
"1627","USSR","OWID_USS","1989",2.7346985
"1628","Ukraine","UKR","1989",6.908394
"1629","United Kingdom","GBR","1989",8.178845
"1630","United States","USA","1989",7.012143
"1631","Upper-middle-income countries","","1989",1.7919248
"1632","Uzbekistan","UZB","1989",0
"1633","Venezuela","VEN","1989",0
"1634","Western Africa (EI)","","1989",0
"1635","World","OWID_WRL","1989",5.8471985
"1636","Africa","","1990",0.91932684
"1637","Africa (EI)","","1990",0.9193268
"1638","Algeria","DZA","1990",0
"1639","Argentina","ARG","1990",4.0271096
"1640","Asia","","1990",3.1702547
"1641","Asia Pacific (EI)","","1990",3.8500588
"1642","Austria","AUT","1990",0
"1643","Azerbaijan","AZE","1990",0
"1644","Bangladesh","BGD","1990",0
"1645","Belarus","BLR","1990",0
"1646","Belgium","BEL","1990",19.509747
"1647","Brazil","BRA","1990",0.40533552
"1648","Bulgaria","BGR","1990",12.798168
"1649","CIS (EI)","","1990",2.633861
"1650","Canada","CAN","1990",6.8339953
"1651","Central America (EI)","","1990",0
"1652","Chile","CHL","1990",0
"1653","China","CHN","1990",0
"1654","Colombia","COL","1990",0
"1655","Czechia","CZE","1990",6.531415
"1656","Denmark","DNK","1990",0
"1657","Eastern Africa (EI)","","1990",0
"1658","Ecuador","ECU","1990",0
"1659","Egypt","EGY","1990",0
"1660","Estonia","EST","1990",0
"1661","Europe","","1990",8.177979
"1662","Europe (EI)","","1990",10.08717
"1663","European Union (27)","","1990",11.828126
"1664","Finland","FIN","1990",16.86802
"1665","France","FRA","1990",33.53118
"1666","Germany","DEU","1990",10.320965
"1667","Greece","GRC","1990",0
"1668","High-income countries","","1990",8.861199
"1669","Hungary","HUN","1990",12.052981
"1670","India","IND","1990",0.7886963
"1671","Indonesia","IDN","1990",0
"1672","Iran","IRN","1990",0
"1673","Ireland","IRL","1990",0
"1674","Israel","ISR","1990",0
"1675","Italy","ITA","1990",0
"1676","Japan","JPN","1990",10.579344
"1677","Kazakhstan","KAZ","1990",0
"1678","Latvia","LVA","1990",0
"1679","Lithuania","LTU","1990",23.937105
"1680","Lower-middle-income countries","","1990",2.6487687
"1681","Luxembourg","LUX","1990",0
"1682","Malaysia","MYS","1990",0
"1683","Mexico","MEX","1990",0.6317915
"1684","Middle Africa (EI)","","1990",0
"1685","Middle East (EI)","","1990",0
"1686","Morocco","MAR","1990",0
"1687","Netherlands","NLD","1990",1.0910945
"1688","New Zealand","NZL","1990",0
"1689","Non-OECD (EI)","","1990",1.8746833
"1690","North America","","1990",7.075204
"1691","North America (EI)","","1990",7.1913743
"1692","Norway","NOR","1990",0
"1693","OECD (EI)","","1990",8.909266
"1694","Oceania","","1990",0
"1695","Pakistan","PAK","1990",0.38995707
"1696","Peru","PER","1990",0
"1697","Poland","POL","1990",0
"1698","Romania","ROU","1990",0
"1699","Russia","RUS","1990",3.3321314
"1700","Saudi Arabia","SAU","1990",0
"1701","Slovakia","SVK","1990",13.751486
"1702","Slovenia","SVN","1990",18.92552
"1703","South Africa","ZAF","1990",2.328337
"1704","South America","","1990",0.78550196
"1705","South Korea","KOR","1990",14.077041
"1706","South and Central America (EI)","","1990",0.67532265
"1707","Spain","ESP","1990",14.408013
"1708","Sweden","SWE","1990",28.355947
"1709","Switzerland","CHE","1990",20.08319
"1710","Taiwan","TWN","1990",15.9529295
"1711","Thailand","THA","1990",0
"1712","Turkey","TUR","1990",0
"1713","Turkmenistan","TKM","1990",0
"1714","USSR","OWID_USS","1990",2.7346985
"1715","Ukraine","UKR","1990",6.766183
"1716","United Kingdom","GBR","1990",7.437579
"1717","United States","USA","1990",7.6216803
"1718","Upper-middle-income countries","","1990",1.6189061
"1719","Uzbekistan","UZB","1990",0
"1720","Venezuela","VEN","1990",0
"1721","Western Africa (EI)","","1990",0
"1722","World","OWID_WRL","1990",5.937715
"1723","Africa","","1991",0.9960631
"1724","Africa (EI)","","1991",0.9960631
"1725","Algeria","DZA","1991",0
"1726","Argentina","ARG","1991",4.221327
"1727","Asia","","1991",3.2580733
"1728","Asia Pacific (EI)","","1991",3.925036
"1729","Austria","AUT","1991",0
"1730","Azerbaijan","AZE","1991",0
"1731","Bangladesh","BGD","1991",0
"1732","Belarus","BLR","1991",0
"1733","Belgium","BEL","1991",18.917803
"1734","Brazil","BRA","1991",0.25310597
"1735","Bulgaria","BGR","1991",14.218344
"1736","CIS (EI)","","1991",2.7298179
"1737","Canada","CAN","1991",7.922101
"1738","Central America (EI)","","1991",0
"1739","Chile","CHL","1991",0
"1740","China","CHN","1991",0
"1741","Colombia","COL","1991",0
"1742","Czechia","CZE","1991",6.91761
"1743","Denmark","DNK","1991",0
"1744","Eastern Africa (EI)","","1991",0
"1745","Ecuador","ECU","1991",0
"1746","Egypt","EGY","1991",0
"1747","Estonia","EST","1991",0
"1748","Europe","","1991",8.490781
"1749","Europe (EI)","","1991",10.478924
"1750","European Union (27)","","1991",12.212738
"1751","Finland","FIN","1991",16.738152
"1752","France","FRA","1991",33.27887
"1753","Germany","DEU","1991",10.224547
"1754","Greece","GRC","1991",0
"1755","High-income countries","","1991",9.273572
"1756","Hungary","HUN","1991",12.900819
"1757","India","IND","1991",0.63277483
"1758","Indonesia","IDN","1991",0
"1759","Iran","IRN","1991",0
"1760","Ireland","IRL","1991",0
"1761","Israel","ISR","1991",0
"1762","Italy","ITA","1991",0
"1763","Japan","JPN","1991",11.097151
"1764","Kazakhstan","KAZ","1991",0.1781977
"1765","Latvia","LVA","1991",0
"1766","Lithuania","LTU","1991",22.598972
"1767","Lower-middle-income countries","","1991",2.5668113
"1768","Luxembourg","LUX","1991",0
"1769","Malaysia","MYS","1991",0
"1770","Mexico","MEX","1991",0.88656664
"1771","Middle Africa (EI)","","1991",0
"1772","Middle East (EI)","","1991",0
"1773","Morocco","MAR","1991",0
"1774","Netherlands","NLD","1991",1.0178279
"1775","New Zealand","NZL","1991",0
"1776","Non-OECD (EI)","","1991",1.874772
"1777","North America","","1991",7.5980635
"1778","North America (EI)","","1991",7.7203074
"1779","Norway","NOR","1991",0
"1780","OECD (EI)","","1991",9.31804
"1781","Oceania","","1991",0
"1782","Pakistan","PAK","1991",0.36802852
"1783","Peru","PER","1991",0
"1784","Poland","POL","1991",0
"1785","Romania","ROU","1991",0
"1786","Russia","RUS","1991",3.425577
"1787","Saudi Arabia","SAU","1991",0
"1788","Slovakia","SVK","1991",14.927742
"1789","Slovenia","SVN","1991",20.244179
"1790","South Africa","ZAF","1991",2.5381544
"1791","South America","","1991",0.73598367
"1792","South Korea","KOR","1991",13.253203
"1793","South and Central America (EI)","","1991",0.63573694
"1794","Spain","ESP","1991",14.252214
"1795","Sweden","SWE","1991",33.659843
"1796","Switzerland","CHE","1991",18.99081
"1797","Taiwan","TWN","1991",16.200068
"1798","Thailand","THA","1991",0
"1799","Turkey","TUR","1991",0
"1800","Turkmenistan","TKM","1991",0
"1801","USSR","OWID_USS","1991",2.7346985
"1802","Ukraine","UKR","1991",7.1190677
"1803","United Kingdom","GBR","1991",7.815303
"1804","United States","USA","1991",8.104269
"1805","Upper-middle-income countries","","1991",1.6247518
"1806","Uzbekistan","UZB","1991",0
"1807","Venezuela","VEN","1991",0
"1808","Western Africa (EI)","","1991",0
"1809","World","OWID_WRL","1991",6.178484
"1810","Africa","","1992",0.99673474
"1811","Africa (EI)","","1992",0.99673474
"1812","Algeria","DZA","1992",0
"1813","Argentina","ARG","1992",3.5923667
"1814","Asia","","1992",3.2022283
"1815","Asia Pacific (EI)","","1992",3.8549025
"1816","Austria","AUT","1992",0
"1817","Azerbaijan","AZE","1992",0
"1818","Bangladesh","BGD","1992",0
"1819","Belarus","BLR","1992",0
"1820","Belgium","BEL","1992",19.221395
"1821","Brazil","BRA","1992",0.30446967
"1822","Bulgaria","BGR","1992",13.240602
"1823","CIS (EI)","","1992",2.8489513
"1824","Canada","CAN","1992",7.320568
"1825","Central America (EI)","","1992",0
"1826","Chile","CHL","1992",0
"1827","China","CHN","1992",0
"1828","Colombia","COL","1992",0
"1829","Czechia","CZE","1992",7.1969023
"1830","Denmark","DNK","1992",0
"1831","Eastern Africa (EI)","","1992",0
"1832","Ecuador","ECU","1992",0
"1833","Egypt","EGY","1992",0
"1834","Estonia","EST","1992",0
"1835","Europe","","1992",8.866092
"1836","Europe (EI)","","1992",10.908079
"1837","European Union (27)","","1992",12.467596
"1838","Finland","FIN","1992",16.57709
"1839","France","FRA","1992",33.709965
"1840","Germany","DEU","1992",11.238698
"1841","Greece","GRC","1992",0
"1842","High-income countries","","1992",9.277328
"1843","Hungary","HUN","1992",13.679539
"1844","India","IND","1992",0.7117996
"1845","Indonesia","IDN","1992",0
"1846","Iran","IRN","1992",0
"1847","Ireland","IRL","1992",0
"1848","Israel","ISR","1992",0
"1849","Italy","ITA","1992",0
"1850","Japan","JPN","1992",11.421501
"1851","Kazakhstan","KAZ","1992",0.15536876
"1852","Latvia","LVA","1992",0
"1853","Lithuania","LTU","1992",31.763157
"1854","Lower-middle-income countries","","1992",2.601804
"1855","Luxembourg","LUX","1992",0
"1856","Malaysia","MYS","1992",0
"1857","Mexico","MEX","1992",0.8034209
"1858","Middle Africa (EI)","","1992",0
"1859","Middle East (EI)","","1992",0
"1860","Morocco","MAR","1992",0
"1861","Netherlands","NLD","1992",1.1481586
"1862","New Zealand","NZL","1992",0
"1863","Non-OECD (EI)","","1992",1.8457413
"1864","North America","","1992",7.50134
"1865","North America (EI)","","1992",7.6158695
"1866","Norway","NOR","1992",0
"1867","OECD (EI)","","1992",9.332132
"1868","Oceania","","1992",0
"1869","Pakistan","PAK","1992",0.46099484
"1870","Peru","PER","1992",0
"1871","Poland","POL","1992",0
"1872","Romania","ROU","1992",0
"1873","Russia","RUS","1992",3.5481765
"1874","Saudi Arabia","SAU","1992",0
"1875","Singapore","SGP","1992",0
"1876","Slovakia","SVK","1992",14.66932
"1877","Slovenia","SVN","1992",17.366781
"1878","South Africa","ZAF","1992",2.5661013
"1879","South America","","1992",0.68062824
"1880","South Korea","KOR","1992",11.79697
"1881","South and Central America (EI)","","1992",0.5914647
"1882","Spain","ESP","1992",13.655286
"1883","Sweden","SWE","1992",27.655888
"1884","Switzerland","CHE","1992",19.092993
"1885","Taiwan","TWN","1992",14.622453
"1886","Thailand","THA","1992",0
"1887","Turkey","TUR","1992",0
"1888","Turkmenistan","TKM","1992",0
"1889","USSR","OWID_USS","1992",2.7346985
"1890","Ukraine","UKR","1992",8.269605
"1891","United Kingdom","GBR","1992",8.562395
"1892","United States","USA","1992",8.067436
"1893","Upper-middle-income countries","","1992",1.5817904
"1894","Uzbekistan","UZB","1992",0
"1895","Venezuela","VEN","1992",0
"1896","Western Africa (EI)","","1992",0
"1897","World","OWID_WRL","1992",6.190195
"1898","Africa","","1993",0.77643275
"1899","Africa (EI)","","1993",0.77643275
"1900","Algeria","DZA","1993",0
"1901","Argentina","ARG","1993",3.805663
"1902","Asia","","1993",3.4049168
"1903","Asia Pacific (EI)","","1993",4.056434
"1904","Austria","AUT","1993",0
"1905","Azerbaijan","AZE","1993",0
"1906","Bangladesh","BGD","1993",0
"1907","Belarus","BLR","1993",0
"1908","Belgium","BEL","1993",18.848497
"1909","Brazil","BRA","1993",0.073121466
"1910","Bulgaria","BGR","1993",15.015017
"1911","CIS (EI)","","1993",3.0661101
"1912","Canada","CAN","1993",8.323736
"1913","Central America (EI)","","1993",0
"1914","Chile","CHL","1993",0
"1915","China","CHN","1993",0.048123814
"1916","Colombia","COL","1993",0
"1917","Czechia","CZE","1993",7.481126
"1918","Denmark","DNK","1993",0
"1919","Eastern Africa (EI)","","1993",0
"1920","Ecuador","ECU","1993",0
"1921","Egypt","EGY","1993",0
"1922","Estonia","EST","1993",0
"1923","Europe","","1993",9.504639
"1924","Europe (EI)","","1993",11.53178
"1925","European Union (27)","","1993",12.9414
"1926","Finland","FIN","1993",17.005762
"1927","France","FRA","1993",36.665623
"1928","Germany","DEU","1993",10.91208
"1929","Greece","GRC","1993",0
"1930","High-income countries","","1993",9.478014
"1931","Hungary","HUN","1993",14.038937
"1932","India","IND","1993",0.6753571
"1933","Indonesia","IDN","1993",0
"1934","Iran","IRN","1993",0
"1935","Ireland","IRL","1993",0
"1936","Israel","ISR","1993",0
"1937","Italy","ITA","1993",0
"1938","Japan","JPN","1993",12.841775
"1939","Kazakhstan","KAZ","1993",0.16929026
"1940","Latvia","LVA","1993",0
"1941","Lithuania","LTU","1993",34.016026
"1942","Lower-middle-income countries","","1993",2.6947274
"1943","Luxembourg","LUX","1993",0
"1944","Malaysia","MYS","1993",0
"1945","Mexico","MEX","1993",1.0099559
"1946","Middle Africa (EI)","","1993",0
"1947","Middle East (EI)","","1993",0
"1948","Morocco","MAR","1993",0
"1949","Netherlands","NLD","1993",1.1829894
"1950","New Zealand","NZL","1993",0
"1951","Non-OECD (EI)","","1993",1.8656738
"1952","North America","","1993",7.405123
"1953","North America (EI)","","1993",7.5174704
"1954","Norway","NOR","1993",0
"1955","OECD (EI)","","1993",9.548462
"1956","Oceania","","1993",0
"1957","Pakistan","PAK","1993",0.30657688
"1958","Peru","PER","1993",0
"1959","Poland","POL","1993",0
"1960","Romania","ROU","1993",0
"1961","Russia","RUS","1993",3.7917607
"1962","Saudi Arabia","SAU","1993",0
"1963","Singapore","SGP","1993",0
"1964","Slovakia","SVK","1993",15.52162
"1965","Slovenia","SVN","1993",16.839998
"1966","South Africa","ZAF","1993",2.0079012
"1967","South America","","1993",0.6061124
"1968","South Korea","KOR","1993",11.063659
"1969","South and Central America (EI)","","1993",0.5274846
"1970","Spain","ESP","1993",14.183763
"1971","Sweden","SWE","1993",27.010965
"1972","Switzerland","CHE","1993",19.04557
"1973","Taiwan","TWN","1993",14.031446
"1974","Thailand","THA","1993",0
"1975","Turkey","TUR","1993",0
"1976","Turkmenistan","TKM","1993",0
"1977","USSR","OWID_USS","1993",2.7346985
"1978","Ukraine","UKR","1993",9.624723
"1979","United Kingdom","GBR","1993",9.847282
"1980","United States","USA","1993",7.793293
"1981","Upper-middle-income countries","","1993",1.5928818
"1982","Uzbekistan","UZB","1993",0
"1983","Venezuela","VEN","1993",0
"1984","Western Africa (EI)","","1993",0
"1985","World","OWID_WRL","1993",6.352945
"1986","Africa","","1994",1.0039558
"1987","Africa (EI)","","1994",1.0039558
"1988","Algeria","DZA","1994",0
"1989","Argentina","ARG","1994",3.8384404
"1990","Asia","","1994",3.4568639
"1991","Asia Pacific (EI)","","1994",4.1092715
"1992","Austria","AUT","1994",0
"1993","Azerbaijan","AZE","1994",0
"1994","Bangladesh","BGD","1994",0
"1995","Belarus","BLR","1994",0
"1996","Belgium","BEL","1994",17.362528
"1997","Brazil","BRA","1994",0.008675695
"1998","Bulgaria","BGR","1994",17.127945
"1999","CIS (EI)","","1994",2.7589743
"2000","Canada","CAN","1994",9.204446
"2001","Central America (EI)","","1994",0
"2002","Chile","CHL","1994",0
"2003","China","CHN","1994",0.41666982
"2004","Colombia","COL","1994",0
"2005","Czechia","CZE","1994",7.8930864
"2006","Denmark","DNK","1994",0
"2007","Eastern Africa (EI)","","1994",0
"2008","Ecuador","ECU","1994",0
"2009","Egypt","EGY","1994",0
"2010","Estonia","EST","1994",0
"2011","Europe","","1994",9.630594
"2012","Europe (EI)","","1994",11.67001
"2013","European Union (27)","","1994",12.953457
"2014","Finland","FIN","1994",15.792434
"2015","France","FRA","1994",36.29672
"2016","Germany","DEU","1994",10.850116
"2017","Greece","GRC","1994",0
"2018","High-income countries","","1994",9.55035
"2019","Hungary","HUN","1994",14.057263
"2020","India","IND","1994",0.5089507
"2021","Indonesia","IDN","1994",0
"2022","Iran","IRN","1994",0
"2023","Ireland","IRL","1994",0
"2024","Israel","ISR","1994",0
"2025","Italy","ITA","1994",0
"2026","Japan","JPN","1994",12.905685
"2027","Kazakhstan","KAZ","1994",0.16182706
"2028","Latvia","LVA","1994",0
"2029","Lithuania","LTU","1994",24.77631
"2030","Lower-middle-income countries","","1994",2.440102
"2031","Luxembourg","LUX","1994",0
"2032","Malaysia","MYS","1994",0
"2033","Mexico","MEX","1994",0.82123876
"2034","Middle Africa (EI)","","1994",0
"2035","Middle East (EI)","","1994",0
"2036","Morocco","MAR","1994",0
"2037","Netherlands","NLD","1994",1.2015709
"2038","New Zealand","NZL","1994",0
"2039","Non-OECD (EI)","","1994",1.7749177
"2040","North America","","1994",7.677523
"2041","North America (EI)","","1994",7.7967157
"2042","Norway","NOR","1994",0
"2043","OECD (EI)","","1994",9.644132
"2044","Oceania","","1994",0
"2045","Oman","OMN","1994",0
"2046","Pakistan","PAK","1994",0.4283288
"2047","Peru","PER","1994",0
"2048","Philippines","PHL","1994",0
"2049","Poland","POL","1994",0
"2050","Romania","ROU","1994",0
"2051","Russia","RUS","1994",3.410558
"2052","Saudi Arabia","SAU","1994",0
"2053","Singapore","SGP","1994",0
"2054","Slovakia","SVK","1994",17.27806
"2055","Slovenia","SVN","1994",18.432909
"2056","South Africa","ZAF","1994",2.5731926
"2057","South America","","1994",0.5771121
"2058","South Korea","KOR","1994",10.349841
"2059","South and Central America (EI)","","1994",0.5030496
"2060","Spain","ESP","1994",13.361077
"2061","Sweden","SWE","1994",32.181168
"2062","Switzerland","CHE","1994",18.913101
"2063","Taiwan","TWN","1994",13.42064
"2064","Thailand","THA","1994",0
"2065","Turkey","TUR","1994",0
"2066","Turkmenistan","TKM","1994",0
"2067","USSR","OWID_USS","1994",2.7346985
"2068","Ukraine","UKR","1994",10.304457
"2069","United Kingdom","GBR","1994",9.847442
"2070","United States","USA","1994",8.030528
"2071","Upper-middle-income countries","","1994",1.5358363
"2072","Uzbekistan","UZB","1994",0
"2073","Venezuela","VEN","1994",0
"2074","Western Africa (EI)","","1994",0
"2075","World","OWID_WRL","1994",6.391295
"2076","Africa","","1995",1.1245356
"2077","Africa (EI)","","1995",1.1245356
"2078","Algeria","DZA","1995",0
"2079","Argentina","ARG","1995",3.1914546
"2080","Asia","","1995",3.6499593
"2081","Asia Pacific (EI)","","1995",4.3057284
"2082","Austria","AUT","1995",0
"2083","Azerbaijan","AZE","1995",0
"2084","Bangladesh","BGD","1995",0
"2085","Belarus","BLR","1995",0
"2086","Belgium","BEL","1995",17.459427
"2087","Brazil","BRA","1995",0.37367874
"2088","Bulgaria","BGR","1995",17.935957
"2089","CIS (EI)","","1995",2.9844065
"2090","Canada","CAN","1995",8.152399
"2091","Central America (EI)","","1995",0
"2092","Chile","CHL","1995",0
"2093","China","CHN","1995",0.3517341
"2094","Colombia","COL","1995",0
"2095","Czechia","CZE","1995",7.137352
"2096","Denmark","DNK","1995",0
"2097","Eastern Africa (EI)","","1995",0
"2098","Ecuador","ECU","1995",0
"2099","Egypt","EGY","1995",0
"2100","Estonia","EST","1995",0
"2101","Europe","","1995",9.895844
"2102","Europe (EI)","","1995",11.733686
"2103","European Union (27)","","1995",13.000844
"2104","Finland","FIN","1995",16.387493
"2105","France","FRA","1995",37.15405
"2106","Germany","DEU","1995",11.000846
"2107","Greece","GRC","1995",0
"2108","High-income countries","","1995",9.677122
"2109","Hong Kong","HKG","1995",0
"2110","Hungary","HUN","1995",13.876886
"2111","India","IND","1995",0.7291851
"2112","Indonesia","IDN","1995",0
"2113","Iran","IRN","1995",0
"2114","Ireland","IRL","1995",0
"2115","Israel","ISR","1995",0
"2116","Italy","ITA","1995",0
"2117","Japan","JPN","1995",13.639848
"2118","Kazakhstan","KAZ","1995",0.037701003
"2119","Latvia","LVA","1995",0
"2120","Lithuania","LTU","1995",34.008415
"2121","Lower-middle-income countries","","1995",2.467041
"2122","Luxembourg","LUX","1995",0
"2123","Malaysia","MYS","1995",0
"2124","Mexico","MEX","1995",1.664456
"2125","Middle Africa (EI)","","1995",0
"2126","Middle East (EI)","","1995",0
"2127","Morocco","MAR","1995",0
"2128","Netherlands","NLD","1995",1.169393
"2129","New Zealand","NZL","1995",0
"2130","Non-OECD (EI)","","1995",1.8089877
"2131","North America","","1995",7.8039327
"2132","North America (EI)","","1995",7.924722
"2133","Norway","NOR","1995",0
"2134","OECD (EI)","","1995",9.807689
"2135","Oceania","","1995",0
"2136","Oman","OMN","1995",0
"2137","Pakistan","PAK","1995",0.3603134
"2138","Peru","PER","1995",0
"2139","Philippines","PHL","1995",0
"2140","Poland","POL","1995",0
"2141","Romania","ROU","1995",0
"2142","Russia","RUS","1995",3.6668696
"2143","Saudi Arabia","SAU","1995",0
"2144","Singapore","SGP","1995",0
"2145","Slovakia","SVK","1995",15.472117
"2146","Slovenia","SVN","1995",18.202562
"2147","South Africa","ZAF","1995",2.869466
"2148","South America","","1995",0.63465846
"2149","South Korea","KOR","1995",10.825347
"2150","South and Central America (EI)","","1995",0.554458
"2151","Spain","ESP","1995",12.904143
"2152","Sweden","SWE","1995",30.415462
"2153","Switzerland","CHE","1995",20.39253
"2154","Taiwan","TWN","1995",12.788075
"2155","Thailand","THA","1995",0
"2156","Turkey","TUR","1995",0
"2157","Turkmenistan","TKM","1995",0
"2158","USSR","OWID_USS","1995",2.7346985
"2159","Ukraine","UKR","1995",10.8181925
"2160","United Kingdom","GBR","1995",9.889606
"2161","United States","USA","1995",8.263273
"2162","Upper-middle-income countries","","1995",1.6155978
"2163","Uzbekistan","UZB","1995",0
"2164","Venezuela","VEN","1995",0
"2165","Western Africa (EI)","","1995",0
"2166","World","OWID_WRL","1995",6.519936
