"","Entity","Code","Year","nuclear_perc"
"2871","Oman","OMN","2003",0
"2872","Pakistan","PAK","2003",0.9467042
"2873","Peru","PER","2003",0
"2874","Philippines","PHL","2003",0
"2875","Poland","POL","2003",0
"2876","Portugal","PRT","2003",0
"2877","Romania","ROU","2003",3.0942345
"2878","Russia","RUS","2003",5.617181
"2879","Saudi Arabia","SAU","2003",0
"2880","Singapore","SGP","2003",0
"2881","Slovakia","SVK","2003",22.609558
"2882","Slovenia","SVN","2003",18.065422
"2883","South Africa","ZAF","2003",2.801403
"2884","South America","","2003",1.1484458
"2885","South Korea","KOR","2003",14.531875
"2886","South and Central America (EI)","","2003",0.97772014
"2887","Spain","ESP","2003",10.088344
"2888","Sweden","SWE","2003",30.497126
"2889","Switzerland","CHE","2003",21.19737
"2890","Taiwan","TWN","2003",9.4440365
"2891","Thailand","THA","2003",0
"2892","Turkey","TUR","2003",0
"2893","Turkmenistan","TKM","2003",0
"2894","USSR","OWID_USS","2003",2.7346985
"2895","Ukraine","UKR","2003",14.231088
"2896","United Kingdom","GBR","2003",9.24597
"2897","United States","USA","2003",8.480981
"2898","Upper-middle-income countries","","2003",2.035399
"2899","Uzbekistan","UZB","2003",0
"2900","Venezuela","VEN","2003",0
"2901","Western Africa (EI)","","2003",0
"2902","World","OWID_WRL","2003",6.2352347
"2903","Africa","","2004",0.97923416
"2904","Africa (EI)","","2004",0.97923416
"2905","Algeria","DZA","2004",0
"2906","Argentina","ARG","2004",2.9214582
"2907","Asia","","2004",3.114233
"2908","Asia Pacific (EI)","","2004",3.6290565
"2909","Austria","AUT","2004",0
"2910","Azerbaijan","AZE","2004",0
"2911","Bangladesh","BGD","2004",0
"2912","Belarus","BLR","2004",0
"2913","Belgium","BEL","2004",17.110222
"2914","Brazil","BRA","2004",1.2786248
"2915","Bulgaria","BGR","2004",21.329077
"2916","CIS (EI)","","2004",4.337987
"2917","Canada","CAN","2004",6.5869427
"2918","Central America (EI)","","2004",0
"2919","Chile","CHL","2004",0
"2920","China","CHN","2004",0.75399506
"2921","Colombia","COL","2004",0
"2922","Czechia","CZE","2004",13.791254
"2923","Denmark","DNK","2004",0
"2924","Eastern Africa (EI)","","2004",0
"2925","Ecuador","ECU","2004",0
"2926","Egypt","EGY","2004",0
"2927","Estonia","EST","2004",0
"2928","Europe","","2004",10.854463
"2929","Europe (EI)","","2004",12.19247
"2930","European Union (27)","","2004",13.618887
"2931","Finland","FIN","2004",15.97308
"2932","France","FRA","2004",39.088554
"2933","Germany","DEU","2004",11.520799
"2934","Greece","GRC","2004",0
"2935","High-income countries","","2004",9.592649
"2936","Hong Kong","HKG","2004",0
"2937","Hungary","HUN","2004",11.403448
"2938","India","IND","2004",1.3519595
"2939","Indonesia","IDN","2004",0
"2940","Iran","IRN","2004",0
"2941","Ireland","IRL","2004",0
"2942","Israel","ISR","2004",0
"2943","Italy","ITA","2004",0
"2944","Japan","JPN","2004",12.664911
"2945","Kazakhstan","KAZ","2004",0
"2946","Latvia","LVA","2004",0
"2947","Lithuania","LTU","2004",40.59702
"2948","Lower-middle-income countries","","2004",2.4677835
"2949","Luxembourg","LUX","2004",0
"2950","Malaysia","MYS","2004",0
"2951","Mexico","MEX","2004",1.3793824
"2952","Middle Africa (EI)","","2004",0
"2953","Middle East (EI)","","2004",0
"2954","Morocco","MAR","2004",0
"2955","Netherlands","NLD","2004",0.9707262
"2956","New Zealand","NZL","2004",0
"2957","Non-OECD (EI)","","2004",1.9444715
"2958","North America","","2004",7.742508
"2959","North America (EI)","","2004",7.902006
"2960","Norway","NOR","2004",0
"2961","OECD (EI)","","2004",9.81284
"2962","Oceania","","2004",0
"2963","Oman","OMN","2004",0
"2964","Pakistan","PAK","2004",1.0718051
"2965","Peru","PER","2004",0
"2966","Philippines","PHL","2004",0
"2967","Poland","POL","2004",0
"2968","Portugal","PRT","2004",0
"2969","Romania","ROU","2004",3.354609
"2970","Russia","RUS","2004",5.3252892
"2971","Saudi Arabia","SAU","2004",0
"2972","Singapore","SGP","2004",0
"2973","Slovakia","SVK","2004",21.893602
"2974","Slovenia","SVN","2004",17.72165
"2975","South Africa","ZAF","2004",2.692182
"2976","South America","","2004",1.0068611
"2977","South Korea","KOR","2004",14.2229395
"2978","South and Central America (EI)","","2004",0.8598293
"2979","Spain","ESP","2004",9.940751
"2980","Sweden","SWE","2004",32.412304
"2981","Switzerland","CHE","2004",20.961172
"2982","Taiwan","TWN","2004",9.14143
"2983","Thailand","THA","2004",0
"2984","Turkey","TUR","2004",0
"2985","Turkmenistan","TKM","2004",0
"2986","USSR","OWID_USS","2004",2.7346985
"2987","Ukraine","UKR","2004",15.173679
"2988","United Kingdom","GBR","2004",8.219917
"2989","United States","USA","2004",8.53318
"2990","Upper-middle-income countries","","2004",1.8293709
"2991","Uzbekistan","UZB","2004",0
"2992","Venezuela","VEN","2004",0
"2993","Western Africa (EI)","","2004",0
"2994","World","OWID_WRL","2004",6.1707363
"2995","Africa","","2005",0.81971073
"2996","Africa (EI)","","2005",0.8197106
"2997","Algeria","DZA","2005",0
"2998","Argentina","ARG","2005",2.3889818
"2999","Asia","","2005",3.0041425
"3000","Asia Pacific (EI)","","2005",3.4907515
"3001","Austria","AUT","2005",0
"3002","Azerbaijan","AZE","2005",0
"3003","Bangladesh","BGD","2005",0
"3004","Belarus","BLR","2005",0
"3005","Belgium","BEL","2005",17.295948
"3006","Brazil","BRA","2005",1.0510335
"3007","Bulgaria","BGR","2005",21.699072
"3008","CIS (EI)","","2005",4.453402
"3009","Canada","CAN","2005",6.620732
"3010","Central America (EI)","","2005",0
"3011","Chile","CHL","2005",0
"3012","China","CHN","2005",0.69372624
"3013","Colombia","COL","2005",0
"3014","Czechia","CZE","2005",13.07551
"3015","Denmark","DNK","2005",0
"3016","Eastern Africa (EI)","","2005",0
"3017","Ecuador","ECU","2005",0
"3018","Egypt","EGY","2005",0
"3019","Estonia","EST","2005",0
"3020","Europe","","2005",10.690134
"3021","Europe (EI)","","2005",11.923037
"3022","European Union (27)","","2005",13.350826
"3023","Finland","FIN","2005",17.883545
"3024","France","FRA","2005",39.356525
"3025","Germany","DEU","2005",11.305255
"3026","Greece","GRC","2005",0
"3027","High-income countries","","2005",9.473772
"3028","Hong Kong","HKG","2005",0
"3029","Hungary","HUN","2005",12.3384495
"3030","India","IND","2005",1.0580574
"3031","Indonesia","IDN","2005",0
"3032","Iran","IRN","2005",0
"3033","Ireland","IRL","2005",0
"3034","Israel","ISR","2005",0
"3035","Italy","ITA","2005",0
"3036","Japan","JPN","2005",12.856175
"3037","Kazakhstan","KAZ","2005",0
"3038","Latvia","LVA","2005",0
"3039","Lithuania","LTU","2005",30.268347
"3040","Lower-middle-income countries","","2005",2.3145313
"3041","Luxembourg","LUX","2005",0
"3042","Malaysia","MYS","2005",0
"3043","Mexico","MEX","2005",1.4700263
"3044","Middle Africa (EI)","","2005",0
"3045","Middle East (EI)","","2005",0
"3046","Morocco","MAR","2005",0
"3047","Netherlands","NLD","2005",0.987545
"3048","New Zealand","NZL","2005",0
"3049","Non-OECD (EI)","","2005",1.8333707
"3050","North America","","2005",7.611215
"3051","North America (EI)","","2005",7.770064
"3052","Norway","NOR","2005",0
"3053","OECD (EI)","","2005",9.704346
"3054","Oceania","","2005",0
"3055","Oman","OMN","2005",0
"3056","Pakistan","PAK","2005",1.0786629
"3057","Peru","PER","2005",0
"3058","Philippines","PHL","2005",0
"3059","Poland","POL","2005",0
"3060","Portugal","PRT","2005",0
"3061","Romania","ROU","2005",3.3305094
"3062","Russia","RUS","2005",5.4722967
"3063","Saudi Arabia","SAU","2005",0
"3064","Singapore","SGP","2005",0
"3065","Slovakia","SVK","2005",21.527105
"3066","Slovenia","SVN","2005",18.978949
"3067","South Africa","ZAF","2005",2.3879933
"3068","South America","","2005",0.8338198
"3069","South Korea","KOR","2005",15.34972
"3070","South and Central America (EI)","","2005",0.71347195
"3071","Spain","ESP","2005",8.874867
"3072","Sweden","SWE","2005",29.373363
"3073","Switzerland","CHE","2005",18.79938
"3074","Taiwan","TWN","2005",9.075185
"3075","Thailand","THA","2005",0
"3076","Turkey","TUR","2005",0
"3077","Turkmenistan","TKM","2005",0
"3078","USSR","OWID_USS","2005",2.7346985
"3079","Ukraine","UKR","2005",15.190144
"3080","United Kingdom","GBR","2005",8.264793
"3081","United States","USA","2005",8.404894
"3082","Upper-middle-income countries","","2005",1.7298338
"3083","Uzbekistan","UZB","2005",0
"3084","Venezuela","VEN","2005",0
"3085","Western Africa (EI)","","2005",0
"3086","World","OWID_WRL","2005",5.9524903
"3087","Africa","","2006",0.70945185
"3088","Africa (EI)","","2006",0.70945185
"3089","Algeria","DZA","2006",0
"3090","Argentina","ARG","2006",2.5383062
"3091","Asia","","2006",2.8974056
"3092","Asia Pacific (EI)","","2006",3.3647637
"3093","Australia","AUS","2006",0
"3094","Austria","AUT","2006",0
"3095","Azerbaijan","AZE","2006",0
"3096","Bangladesh","BGD","2006",0
"3097","Belarus","BLR","2006",0
"3098","Belgium","BEL","2006",16.796942
"3099","Brazil","BRA","2006",1.4185541
"3100","Bulgaria","BGR","2006",22.10574
"3101","CIS (EI)","","2006",4.4582624
"3102","Canada","CAN","2006",7.0420957
"3103","Central America (EI)","","2006",0
"3104","Chile","CHL","2006",0
"3105","China","CHN","2006",0.64970094
"3106","Colombia","COL","2006",0
"3107","Croatia","HRV","2006",0
"3108","Czechia","CZE","2006",13.432363
"3109","Denmark","DNK","2006",0
"3110","Eastern Africa (EI)","","2006",0
"3111","Ecuador","ECU","2006",0
"3112","Egypt","EGY","2006",0
"3113","Estonia","EST","2006",0
"3114","Europe","","2006",10.51398
"3115","Europe (EI)","","2006",11.724638
"3116","European Union (27)","","2006",13.138368
"3117","Finland","FIN","2006",16.308067
"3118","France","FRA","2006",39.308205
"3119","Germany","DEU","2006",11.248451
"3120","Greece","GRC","2006",0
"3121","High-income countries","","2006",9.463213
"3122","Hong Kong","HKG","2006",0
"3123","Hungary","HUN","2006",12.167905
"3124","India","IND","2006",0.9926849
"3125","Indonesia","IDN","2006",0
"3126","Iran","IRN","2006",0
"3127","Ireland","IRL","2006",0
"3128","Israel","ISR","2006",0
"3129","Italy","ITA","2006",0
"3130","Japan","JPN","2006",13.296307
"3131","Kazakhstan","KAZ","2006",0
"3132","Latvia","LVA","2006",0
"3133","Lithuania","LTU","2006",26.358232
"3134","Lower-middle-income countries","","2006",2.24289
"3135","Luxembourg","LUX","2006",0
"3136","Malaysia","MYS","2006",0
"3137","Mexico","MEX","2006",1.4478794
"3138","Middle Africa (EI)","","2006",0
"3139","Middle East (EI)","","2006",0
"3140","Morocco","MAR","2006",0
"3141","Netherlands","NLD","2006",0.8694293
"3142","New Zealand","NZL","2006",0
"3143","Non-OECD (EI)","","2006",1.7841018
"3144","North America","","2006",7.693569
"3145","North America (EI)","","2006",7.8657284
"3146","North Macedonia","MKD","2006",0
"3147","Norway","NOR","2006",0
"3148","OECD (EI)","","2006",9.706488
"3149","Oceania","","2006",0
"3150","Oman","OMN","2006",0
"3151","Pakistan","PAK","2006",1.0150988
"3152","Peru","PER","2006",0
"3153","Philippines","PHL","2006",0
"3154","Poland","POL","2006",0
"3155","Portugal","PRT","2006",0
"3156","Romania","ROU","2006",3.288513
"3157","Russia","RUS","2006",5.4503303
"3158","Saudi Arabia","SAU","2006",0
"3159","Singapore","SGP","2006",0
"3160","Slovakia","SVK","2006",22.336725
"3161","Slovenia","SVN","2006",17.62388
"3162","South Africa","ZAF","2006",2.0644135
"3163","South America","","2006",1.0200922
"3164","South Korea","KOR","2006",15.20829
"3165","South and Central America (EI)","","2006",0.87041694
"3166","Spain","ESP","2006",9.084239
"3167","Sweden","SWE","2006",28.585743
"3168","Switzerland","CHE","2006",21.396051
"3169","Taiwan","TWN","2006",8.763761
"3170","Thailand","THA","2006",0
"3171","Turkey","TUR","2006",0
"3172","Turkmenistan","TKM","2006",0
"3173","USSR","OWID_USS","2006",2.7346985
"3174","Ukraine","UKR","2006",15.165545
"3175","United Kingdom","GBR","2006",7.690285
"3176","United States","USA","2006",8.474685
"3177","Upper-middle-income countries","","2006",1.6901871
"3178","Uzbekistan","UZB","2006",0
"3179","Venezuela","VEN","2006",0
"3180","Western Africa (EI)","","2006",0
"3181","World","OWID_WRL","2006",5.824059
"3182","Africa","","2007",0.7666255
"3183","Africa (EI)","","2007",0.7666255
"3184","Algeria","DZA","2007",0
"3185","Argentina","ARG","2007",2.2737732
"3186","Asia","","2007",2.603354
"3187","Asia Pacific (EI)","","2007",3.0201993
"3188","Australia","AUS","2007",0
"3189","Austria","AUT","2007",0
"3190","Azerbaijan","AZE","2007",0
"3191","Bangladesh","BGD","2007",0
"3192","Belarus","BLR","2007",0
"3193","Belgium","BEL","2007",17.139906
"3194","Brazil","BRA","2007",1.1891749
"3195","Bulgaria","BGR","2007",17.069553
"3196","CIS (EI)","","2007",4.47127
"3197","Canada","CAN","2007",6.4325333
"3198","Central America (EI)","","2007",0
"3199","Chile","CHL","2007",0
"3200","China","CHN","2007",0.6730006
"3201","Colombia","COL","2007",0
"3202","Croatia","HRV","2007",0
"3203","Czechia","CZE","2007",13.560046
"3204","Denmark","DNK","2007",0
"3205","Eastern Africa (EI)","","2007",0
"3206","Ecuador","ECU","2007",0
"3207","Egypt","EGY","2007",0
"3208","Estonia","EST","2007",0
"3209","Europe","","2007",10.125846
"3210","Europe (EI)","","2007",11.198706
"3211","European Union (27)","","2007",12.607485
"3212","Finland","FIN","2007",16.62915
"3213","France","FRA","2007",38.83513
"3214","Germany","DEU","2007",9.79398
"3215","Greece","GRC","2007",0
"3216","High-income countries","","2007",9.080479
"3217","Hong Kong","HKG","2007",0
"3218","Hungary","HUN","2007",13.359987
"3219","India","IND","2007",0.91930956
"3220","Indonesia","IDN","2007",0
"3221","Iran","IRN","2007",0
"3222","Ireland","IRL","2007",0
"3223","Israel","ISR","2007",0
"3224","Italy","ITA","2007",0
"3225","Japan","JPN","2007",12.246497
"3226","Kazakhstan","KAZ","2007",0
"3227","Latvia","LVA","2007",0
"3228","Lithuania","LTU","2007",27.195984
"3229","Lower-middle-income countries","","2007",2.1411545
"3230","Luxembourg","LUX","2007",0
"3231","Malaysia","MYS","2007",0
"3232","Mexico","MEX","2007",1.3669755
"3233","Middle Africa (EI)","","2007",0
"3234","Middle East (EI)","","2007",0
"3235","Morocco","MAR","2007",0
"3236","Netherlands","NLD","2007",1.0290538
"3237","New Zealand","NZL","2007",0
"3238","Non-OECD (EI)","","2007",1.7203815
"3239","North America","","2007",7.652738
"3240","North America (EI)","","2007",7.8172736
"3241","North Macedonia","MKD","2007",0
"3242","Norway","NOR","2007",0
"3243","OECD (EI)","","2007",9.314319
"3244","Oceania","","2007",0
"3245","Oman","OMN","2007",0
"3246","Pakistan","PAK","2007",0.8682109
"3247","Peru","PER","2007",0
"3248","Philippines","PHL","2007",0
"3249","Poland","POL","2007",0
"3250","Portugal","PRT","2007",0
"3251","Romania","ROU","2007",4.6360283
"3252","Russia","RUS","2007",5.512533
"3253","Saudi Arabia","SAU","2007",0
"3254","Singapore","SGP","2007",0
"3255","Slovakia","SVK","2007",20.136044
"3256","Slovenia","SVN","2007",18.080233
"3257","South Africa","ZAF","2007",2.2542517
"3258","South America","","2007",0.878315
"3259","South Korea","KOR","2007",14.100634
"3260","South and Central America (EI)","","2007",0.75577015
"3261","Spain","ESP","2007",8.09578
"3262","Sweden","SWE","2007",27.978233
"3263","Switzerland","CHE","2007",21.5848
"3264","Taiwan","TWN","2007",8.4984045
"3265","Thailand","THA","2007",0
"3266","Turkey","TUR","2007",0
"3267","Turkmenistan","TKM","2007",0
"3268","USSR","OWID_USS","2007",2.7346985
"3269","Ukraine","UKR","2007",15.520358
"3270","United Kingdom","GBR","2007",6.565984
"3271","United States","USA","2007",8.510621
"3272","Upper-middle-income countries","","2007",1.6163396
"3273","Uzbekistan","UZB","2007",0
"3274","Venezuela","VEN","2007",0
"3275","Western Africa (EI)","","2007",0
"3276","World","OWID_WRL","2007",5.500954
"3277","Africa","","2008",0.8259992
"3278","Africa (EI)","","2008",0.8259992
"3279","Algeria","DZA","2008",0
"3280","Argentina","ARG","2008",2.272979
"3281","Asia","","2008",2.431732
"3282","Asia Pacific (EI)","","2008",2.8329456
"3283","Australia","AUS","2008",0
"3284","Austria","AUT","2008",0
"3285","Azerbaijan","AZE","2008",0
"3286","Bangladesh","BGD","2008",0
"3287","Belarus","BLR","2008",0
"3288","Belgium","BEL","2008",15.839842
"3289","Brazil","BRA","2008",1.2815099
"3290","Bulgaria","BGR","2008",18.457743
"3291","CIS (EI)","","2008",4.5237093
"3292","Canada","CAN","2008",6.6451945
"3293","Central America (EI)","","2008",0
"3294","Chile","CHL","2008",0
"3295","China","CHN","2008",0.70881206
"3296","Colombia","COL","2008",0
"3297","Croatia","HRV","2008",0
"3298","Czechia","CZE","2008",13.939386
"3299","Denmark","DNK","2008",0
"3300","Eastern Africa (EI)","","2008",0
"3301","Ecuador","ECU","2008",0
"3302","Egypt","EGY","2008",0
"3303","Estonia","EST","2008",0
"3304","Europe","","2008",10.108732
"3305","Europe (EI)","","2008",11.174929
"3306","European Union (27)","","2008",12.761113
"3307","Finland","FIN","2008",16.799854
"3308","France","FRA","2008",38.449413
"3309","Germany","DEU","2008",10.196054
"3310","Greece","GRC","2008",0
"3311","High-income countries","","2008",9.021512
"3312","Hong Kong","HKG","2008",0
"3313","Hungary","HUN","2008",13.595615
"3314","India","IND","2008",0.7372503
"3315","Indonesia","IDN","2008",0
"3316","Iran","IRN","2008",0
"3317","Ireland","IRL","2008",0
"3318","Israel","ISR","2008",0
"3319","Italy","ITA","2008",0
"3320","Japan","JPN","2008",11.17745
"3321","Kazakhstan","KAZ","2008",0
"3322","Latvia","LVA","2008",0
"3323","Lithuania","LTU","2008",27.466
"3324","Lower-middle-income countries","","2008",1.9485365
"3325","Luxembourg","LUX","2008",0
"3326","Malaysia","MYS","2008",0
"3327","Mexico","MEX","2008",1.2275988
"3328","Middle Africa (EI)","","2008",0
"3329","Middle East (EI)","","2008",0
"3330","Morocco","MAR","2008",0
"3331","Netherlands","NLD","2008",1.0271938
"3332","New Zealand","NZL","2008",0
"3333","Non-OECD (EI)","","2008",1.6986291
"3334","North America","","2008",7.7659836
"3335","North America (EI)","","2008",7.931136
"3336","North Macedonia","MKD","2008",0
"3337","Norway","NOR","2008",0
"3338","OECD (EI)","","2008",9.273328
"3339","Oceania","","2008",0
"3340","Oman","OMN","2008",0
"3341","Pakistan","PAK","2008",0.647051
"3342","Peru","PER","2008",0
"3343","Philippines","PHL","2008",0
"3344","Poland","POL","2008",0
"3345","Portugal","PRT","2008",0
"3346","Romania","ROU","2008",6.690535
"3347","Russia","RUS","2008",5.5562835
"3348","Saudi Arabia","SAU","2008",0
"3349","Singapore","SGP","2008",0
"3350","Slovakia","SVK","2008",21.22439
"3351","Slovenia","SVN","2008",18.063744
"3352","South Africa","ZAF","2008",2.4022498
"3353","South America","","2008",0.92607623
"3354","South Korea","KOR","2008",14.557582
"3355","South and Central America (EI)","","2008",0.8011608
"3356","Spain","ESP","2008",8.855138
"3357","Sweden","SWE","2008",26.908653
"3358","Switzerland","CHE","2008",20.593115
"3359","Taiwan","TWN","2008",8.795909
"3360","Thailand","THA","2008",0
"3361","Turkey","TUR","2008",0
"3362","Turkmenistan","TKM","2008",0
"3363","USSR","OWID_USS","2008",2.7346985
"3364","Ukraine","UKR","2008",15.508959
"3365","United Kingdom","GBR","2008",5.5299273
"3366","United States","USA","2008",8.666282
"3367","Upper-middle-income countries","","2008",1.632894
"3368","Uzbekistan","UZB","2008",0
"3369","Venezuela","VEN","2008",0
"3370","Western Africa (EI)","","2008",0
"3371","World","OWID_WRL","2008",5.3866105
"3372","Africa","","2009",0.79502594
"3373","Africa (EI)","","2009",0.79502594
"3374","Algeria","DZA","2009",0
"3375","Argentina","ARG","2009",2.5723329
"3376","Asia","","2009",2.475533
"3377","Asia Pacific (EI)","","2009",2.882865
"3378","Australia","AUS","2009",0
"3379","Austria","AUT","2009",0
"3380","Azerbaijan","AZE","2009",0
"3381","Bangladesh","BGD","2009",0
"3382","Belarus","BLR","2009",0
"3383","Belgium","BEL","2009",17.678175
"3384","Brazil","BRA","2009",1.1897238
"3385","Bulgaria","BGR","2009",20.218214
"3386","CIS (EI)","","2009",4.7088175
"3387","Canada","CAN","2009",6.44902
"3388","Central America (EI)","","2009",0
"3389","Chile","CHL","2009",0
"3390","China","CHN","2009",0.6912145
"3391","Colombia","COL","2009",0
"3392","Croatia","HRV","2009",0
"3393","Czechia","CZE","2009",14.79543
"3394","Denmark","DNK","2009",0
"3395","Eastern Africa (EI)","","2009",0
"3396","Ecuador","ECU","2009",0
"3397","Egypt","EGY","2009",0
"3398","Estonia","EST","2009",0
"3399","Europe","","2009",10.240803
"3400","Europe (EI)","","2009",11.236791
"3401","European Union (27)","","2009",12.570297
"3402","Finland","FIN","2009",18.473196
"3403","France","FRA","2009",37.733723
"3404","Germany","DEU","2009",9.793696
"3405","Greece","GRC","2009",0
"3406","High-income countries","","2009",9.244671
"3407","Hong Kong","HKG","2009",0
"3408","Hungary","HUN","2009",15.16007
"3409","India","IND","2009",0.75277996
"3410","Indonesia","IDN","2009",0
"3411","Iran","IRN","2009",0
"3412","Ireland","IRL","2009",0
"3413","Israel","ISR","2009",0
"3414","Italy","ITA","2009",0
"3415","Japan","JPN","2009",13.281857
"3416","Kazakhstan","KAZ","2009",0
"3417","Latvia","LVA","2009",0
"3418","Lithuania","LTU","2009",32.30297
"3419","Lower-middle-income countries","","2009",1.808328
"3420","Luxembourg","LUX","2009",0
"3421","Malaysia","MYS","2009",0
"3422","Mexico","MEX","2009",1.3291711
"3423","Middle Africa (EI)","","2009",0
"3424","Middle East (EI)","","2009",0
"3425","Morocco","MAR","2009",0
"3426","Netherlands","NLD","2009",1.0548594
"3427","New Zealand","NZL","2009",0
"3428","Non-OECD (EI)","","2009",1.6561562
"3429","North America","","2009",7.9794555
"3430","North America (EI)","","2009",8.14921
"3431","North Macedonia","MKD","2009",0
"3432","Norway","NOR","2009",0
"3433","OECD (EI)","","2009",9.531484
"3434","Oceania","","2009",0
"3435","Oman","OMN","2009",0
"3436","Pakistan","PAK","2009",0.924249
"3437","Peru","PER","2009",0
"3438","Philippines","PHL","2009",0
"3439","Poland","POL","2009",0
"3440","Portugal","PRT","2009",0
"3441","Romania","ROU","2009",7.9669795
"3442","Russia","RUS","2009",5.827833
"3443","Saudi Arabia","SAU","2009",0
"3444","Singapore","SGP","2009",0
"3445","Slovakia","SVK","2009",19.621338
"3446","Slovenia","SVN","2009",17.778656
"3447","South Africa","ZAF","2009",2.3615582
"3448","South America","","2009",0.92021877
"3449","South Korea","KOR","2009",14.084813
"3450","South and Central America (EI)","","2009",0.7991193
"3451","Spain","ESP","2009",8.493105
"3452","Sweden","SWE","2009",23.829
"3453","Switzerland","CHE","2009",20.51462
"3454","Taiwan","TWN","2009",9.143684
"3455","Thailand","THA","2009",0
"3456","Turkey","TUR","2009",0
"3457","Turkmenistan","TKM","2009",0
"3458","USSR","OWID_USS","2009",2.7346985
"3459","Ukraine","UKR","2009",16.701717
"3460","United Kingdom","GBR","2009",7.6202435
"3461","United States","USA","2009",8.976133
"3462","Upper-middle-income countries","","2009",1.6127508
"3463","Uzbekistan","UZB","2009",0
"3464","Venezuela","VEN","2009",0
"3465","Western Africa (EI)","","2009",0
"3466","World","OWID_WRL","2009",5.3640003
"3467","Africa","","2010",0.8094874
"3468","Africa (EI)","","2010",0.8094874
"3469","Algeria","DZA","2010",0
"3470","Argentina","ARG","2010",2.1724014
"3471","Asia","","2010",2.4323711
"3472","Asia Pacific (EI)","","2010",2.837157
"3473","Australia","AUS","2010",0
"3474","Austria","AUT","2010",0
"3475","Azerbaijan","AZE","2010",0
"3476","Bangladesh","BGD","2010",0
"3477","Belarus","BLR","2010",0
"3478","Belgium","BEL","2010",16.69833
"3479","Brazil","BRA","2010",1.2144747
"3480","Bulgaria","BGR","2010",19.199457
"3481","CIS (EI)","","2010",4.682446
"3482","Canada","CAN","2010",6.3900046
"3483","Central America (EI)","","2010",0
"3484","Chile","CHL","2010",0
"3485","China","CHN","2010",0.6851367
"3486","Colombia","COL","2010",0
"3487","Croatia","HRV","2010",0
"3488","Czechia","CZE","2010",14.512777
"3489","Denmark","DNK","2010",0
"3490","Eastern Africa (EI)","","2010",0
"3491","Ecuador","ECU","2010",0
"3492","Egypt","EGY","2010",0
"3493","Estonia","EST","2010",0
"3494","Europe","","2010",10.086735
"3495","Europe (EI)","","2010",11.043826
"3496","European Union (27)","","2010",12.428265
"3497","Finland","FIN","2010",16.355463
"3498","France","FRA","2010",38.073338
"3499","Germany","DEU","2010",9.730883
"3500","Greece","GRC","2010",0
"3501","High-income countries","","2010",9.00451
"3502","Hong Kong","HKG","2010",0
"3503","Hungary","HUN","2010",15.109539
"3504","India","IND","2010",0.98443514
"3505","Indonesia","IDN","2010",0
"3506","Iran","IRN","2010",0
"3507","Ireland","IRL","2010",0
"3508","Israel","ISR","2010",0
"3509","Italy","ITA","2010",0
"3510","Japan","JPN","2010",13.180839
"3511","Kazakhstan","KAZ","2010",0
"3512","Latvia","LVA","2010",0
"3513","Lithuania","LTU","2010",0
"3514","Lower-middle-income countries","","2010",1.9307458
"3515","Luxembourg","LUX","2010",0
"3516","Malaysia","MYS","2010",0
"3517","Mexico","MEX","2010",0.7373858
"3518","Middle Africa (EI)","","2010",0
"3519","Middle East (EI)","","2010",0
"3520","Morocco","MAR","2010",0
"3521","Netherlands","NLD","2010",0.9030546
"3522","New Zealand","NZL","2010",0
"3523","Non-OECD (EI)","","2010",1.6437584
"3524","North America","","2010",7.748351
"3525","North America (EI)","","2010",7.9108872
"3526","North Macedonia","MKD","2010",0
"3527","Norway","NOR","2010",0
"3528","OECD (EI)","","2010",9.319953
"3529","Oceania","","2010",0
"3530","Oman","OMN","2010",0
"3531","Pakistan","PAK","2010",0.9139844
"3532","Peru","PER","2010",0
"3533","Philippines","PHL","2010",0
"3534","Poland","POL","2010",0
"3535","Portugal","PRT","2010",0
"3536","Romania","ROU","2010",7.759974
"3537","Russia","RUS","2010",5.808226
"3538","Saudi Arabia","SAU","2010",0
"3539","Singapore","SGP","2010",0
"3540","Slovakia","SVK","2010",18.889008
"3541","Slovenia","SVN","2010",17.386364
"3542","South Africa","ZAF","2010",2.4629686
"3543","South America","","2010",0.89070964
"3544","South Korea","KOR","2010",13.030866
"3545","South and Central America (EI)","","2010",0.77666694
"3546","Spain","ESP","2010",9.597341
"3547","Sweden","SWE","2010",24.64993
"3548","Switzerland","CHE","2010",20.202713
"3549","Taiwan","TWN","2010",8.48789
"3550","Thailand","THA","2010",0
"3551","Trinidad and Tobago","TTO","2010",0
"3552","Turkey","TUR","2010",0
"3553","Turkmenistan","TKM","2010",0
"3554","USSR","OWID_USS","2010",2.7346985
"3555","Ukraine","UKR","2010",16.640831
"3556","United Kingdom","GBR","2010",6.669463
"3557","United States","USA","2010",8.717787
"3558","Upper-middle-income countries","","2010",1.5572052
"3559","Uzbekistan","UZB","2010",0
"3560","Venezuela","VEN","2010",0
"3561","Vietnam","VNM","2010",0
"3562","Western Africa (EI)","","2010",0
"3563","World","OWID_WRL","2010",5.2170963
"3564","Africa","","2011",0.7612942
"3565","Africa (EI)","","2011",0.7612942
"3566","Algeria","DZA","2011",0
"3567","Argentina","ARG","2011",1.8636241
"3568","Asia","","2011",1.9077691
"3569","Asia Pacific (EI)","","2011",2.2245572
"3570","Australia","AUS","2011",0
"3571","Austria","AUT","2011",0
"3572","Azerbaijan","AZE","2011",0
"3573","Bangladesh","BGD","2011",0
