"","Entity","Code","Year","source","energy_twh","rank"
"3376","World","OWID_WRL",2015,"coal",9160.63,1
"3377","World","OWID_WRL",2015,"gas",5418.55,2
"3378","China","CHN",2015,"coal",4046.17,3
"3379","World","OWID_WRL",2015,"hydro",3870.04,4
"3380","World","OWID_WRL",2015,"nuclear",2502.45,5
"3381","United States","USA",2015,"coal",1352.4,6
"3382","United States","USA",2015,"gas",1333.48,7
"3383","China","CHN",2015,"hydro",1114.52,8
"3384","World","OWID_WRL",2015,"oil",1068.09,9
"3385","India","IND",2015,"coal",1006.55,10
"3386","World","OWID_WRL",2015,"wind",828.37,11
"3387","United States","USA",2015,"nuclear",797.18,12
"3388","Russia","RUS",2015,"gas",499.76,13
"3389","World","OWID_WRL",2015,"bioenergy",475.79,14
"3390","France","FRA",2015,"nuclear",437.43,15
"3391","Japan","JPN",2015,"gas",404.4,16
"3392","Canada","CAN",2015,"hydro",378.37,17
"3393","Brazil","BRA",2015,"hydro",359.74,18
"3394","Japan","JPN",2015,"coal",338.67,19
"3395","Germany","DEU",2015,"coal",272.2,20
"3396","World","OWID_WRL",2015,"solar",254.87,21
"3397","United States","USA",2015,"hydro",243.99,22
"3398","South Africa","ZAF",2015,"coal",207.38,23
"3399","United States","USA",2015,"wind",190.72,24
"3400","China","CHN",2015,"wind",185.59,25
"3401","Russia","RUS",2015,"nuclear",182.81,26
"3402","China","CHN",2015,"nuclear",171.38,27
"3403","Russia","RUS",2015,"hydro",167.99,28
"3404","China","CHN",2015,"gas",166.91,29
"3405","Russia","RUS",2015,"coal",149.57,30
"3406","Australia","AUS",2015,"coal",147.06,31
"3407","Norway","NOR",2015,"hydro",137.3,32
"3408","India","IND",2015,"hydro",133.28,33
"3409","Japan","JPN",2015,"oil",101.16,34
"3410","United Kingdom","GBR",2015,"gas",99.88,35
"3411","Canada","CAN",2015,"nuclear",96.05,36
"3412","Germany","DEU",2015,"nuclear",91.79,37
"3413","Japan","JPN",2015,"hydro",86.75,38
"3414","World","OWID_WRL",2015,"other_renewables",81.57,39
"3415","Germany","DEU",2015,"wind",80.62,40
"3416","United Kingdom","GBR",2015,"coal",75.88,41
"3417","Brazil","BRA",2015,"gas",75.76,42
"3418","Sweden","SWE",2015,"hydro",75.31,43
"3419","United Kingdom","GBR",2015,"nuclear",70.34,44
"3420","India","IND",2015,"gas",64.77,45
"3421","United States","USA",2015,"bioenergy",63.63,46
"3422","Canada","CAN",2015,"gas",63.51,47
"3423","Germany","DEU",2015,"gas",63.37,48
"3424","Canada","CAN",2015,"coal",57.52,49
"3425","Sweden","SWE",2015,"nuclear",56.35,50
"3426","France","FRA",2015,"hydro",55.56,51
"3427","China","CHN",2015,"bioenergy",54.07,52
"3428","Germany","DEU",2015,"bioenergy",50.33,53
"3429","Brazil","BRA",2015,"bioenergy",47.54,54
"3430","Australia","AUS",2015,"gas",45.07,55
"3431","United States","USA",2015,"oil",44.44,56
"3432","United Kingdom","GBR",2015,"wind",40.27,57
"3433","China","CHN",2015,"solar",39.48,58
"3434","United States","USA",2015,"solar",39.03,59
"3435","Germany","DEU",2015,"solar",38.73,60
"3436","India","IND",2015,"nuclear",38.31,61
"3437","Japan","JPN",2015,"solar",34.8,62
"3438","India","IND",2015,"wind",32.74,63
"3439","India","IND",2015,"bioenergy",30.62,64
"3440","United Kingdom","GBR",2015,"bioenergy",28.47,65
"3441","Japan","JPN",2015,"bioenergy",27.83,66
"3442","Brazil","BRA",2015,"oil",26.97,67
"3443","Canada","CAN",2015,"wind",26.7,68
"3444","Brazil","BRA",2015,"coal",26.12,69
"3445","Germany","DEU",2015,"oil",24.42,70
"3446","Brazil","BRA",2015,"wind",21.47,71
"3447","France","FRA",2015,"wind",21.42,72
"3448","France","FRA",2015,"gas",21.14,73
"3449","United States","USA",2015,"other_renewables",19.12,74
"3450","Germany","DEU",2015,"hydro",18.98,75
"3451","Sweden","SWE",2015,"wind",16.32,76
"3452","Brazil","BRA",2015,"nuclear",13.91,77
"3453","Australia","AUS",2015,"hydro",13.32,78
"3454","France","FRA",2015,"coal",11.89,79
"3455","France","FRA",2015,"oil",11.62,80
"3456","Australia","AUS",2015,"wind",11.45,81
"3457","South Africa","ZAF",2015,"nuclear",10.97,82
"3458","Sweden","SWE",2015,"bioenergy",10.77,83
"3459","China","CHN",2015,"oil",9.68,84
"3460","Russia","RUS",2015,"oil",9.53,85
"3461","Canada","CAN",2015,"bioenergy",9.25,86
"3462","India","IND",2015,"oil",9.12,87
"3463","France","FRA",2015,"solar",7.75,88
"3464","United Kingdom","GBR",2015,"solar",7.53,89
"3465","United Kingdom","GBR",2015,"oil",6.67,90
"3466","India","IND",2015,"solar",6.57,91
"3467","France","FRA",2015,"bioenergy",6.53,92
"3468","United Kingdom","GBR",2015,"hydro",6.3,93
"3469","Australia","AUS",2015,"oil",5.59,94
"3470","Japan","JPN",2015,"wind",5.58,95
"3471","Australia","AUS",2015,"solar",5.02,96
"3472","Canada","CAN",2015,"oil",4.67,97
"3473","South Africa","ZAF",2015,"oil",3.76,98
"3474","South Africa","ZAF",2015,"gas",3.74,99
"3475","Australia","AUS",2015,"bioenergy",3.33,100
"3476","Japan","JPN",2015,"nuclear",3.24,101
"3477","Canada","CAN",2015,"solar",2.87,102
"3478","Norway","NOR",2015,"wind",2.52,103
"3479","South Africa","ZAF",2015,"wind",2.5,104
"3480","South Africa","ZAF",2015,"solar",2.4,105
"3481","Japan","JPN",2015,"other_renewables",2.38,106
"3482","Sweden","SWE",2015,"oil",2.31,107
"3483","Norway","NOR",2015,"gas",2.2,108
"3484","South Africa","ZAF",2015,"hydro",0.8,109
"3485","Norway","NOR",2015,"oil",0.75,110
"3486","France","FRA",2015,"other_renewables",0.58,111
"3487","Russia","RUS",2015,"other_renewables",0.46,112
"3488","Russia","RUS",2015,"bioenergy",0.45,113
"3489","Sweden","SWE",2015,"gas",0.45,114
"3490","South Africa","ZAF",2015,"bioenergy",0.39,115
"3491","Sweden","SWE",2015,"coal",0.39,116
"3492","Russia","RUS",2015,"solar",0.34,117
"3493","Norway","NOR",2015,"bioenergy",0.25,118
"3494","Russia","RUS",2015,"wind",0.15,119
"3495","Germany","DEU",2015,"other_renewables",0.13,120
"3496","Sweden","SWE",2015,"solar",0.1,121
"3497","Brazil","BRA",2015,"solar",0.06,122
"3498","Norway","NOR",2015,"coal",0.04,123
"3499","Canada","CAN",2015,"other_renewables",0.01,124
"3500","Australia","AUS",2015,"other_renewables",0,125
"3501","Australia","AUS",2015,"nuclear",0,126
"3502","Brazil","BRA",2015,"other_renewables",0,127
"3503","China","CHN",2015,"other_renewables",0,128
"3504","India","IND",2015,"other_renewables",0,129
"3505","Norway","NOR",2015,"other_renewables",0,130
"3506","Norway","NOR",2015,"solar",0,131
"3507","Norway","NOR",2015,"nuclear",0,132
"3508","South Africa","ZAF",2015,"other_renewables",0,133
"3509","Sweden","SWE",2015,"other_renewables",0,134
"3510","United Kingdom","GBR",2015,"other_renewables",0,135
"3511","World","OWID_WRL",2016,"coal",9226.85,1
"3512","World","OWID_WRL",2016,"gas",5669.08,2
"3513","China","CHN",2016,"coal",4156.35,3
"3514","World","OWID_WRL",2016,"hydro",3996.54,4
"3515","World","OWID_WRL",2016,"nuclear",2540.48,5
"3516","United States","USA",2016,"gas",1378.31,6
"3517","United States","USA",2016,"coal",1239.15,7
"3518","China","CHN",2016,"hydro",1153.27,8
"3519","India","IND",2016,"coal",1073.6,9
"3520","World","OWID_WRL",2016,"oil",1004.96,10
"3521","World","OWID_WRL",2016,"wind",959.65,11
"3522","United States","USA",2016,"nuclear",805.69,12
"3523","Russia","RUS",2016,"gas",492,13
"3524","World","OWID_WRL",2016,"bioenergy",483.77,14
"3525","Japan","JPN",2016,"gas",405.64,15
"3526","France","FRA",2016,"nuclear",403.2,16
"3527","Canada","CAN",2016,"hydro",381.58,17
"3528","Brazil","BRA",2016,"hydro",380.91,18
"3529","Japan","JPN",2016,"coal",331.98,19
"3530","World","OWID_WRL",2016,"solar",329.15,20
"3531","Germany","DEU",2016,"coal",261.75,21
"3532","United States","USA",2016,"hydro",261.13,22
"3533","China","CHN",2016,"wind",240.86,23
"3534","United States","USA",2016,"wind",226.99,24
"3535","China","CHN",2016,"nuclear",213.18,25
"3536","South Africa","ZAF",2016,"coal",209.1,26
"3537","China","CHN",2016,"gas",188.28,27
"3538","Russia","RUS",2016,"hydro",184.61,28
"3539","Russia","RUS",2016,"nuclear",184.05,29
"3540","Russia","RUS",2016,"coal",161.65,30
"3541","Australia","AUS",2016,"coal",155.96,31
"3542","United Kingdom","GBR",2016,"gas",143.36,32
"3543","Norway","NOR",2016,"hydro",142.81,33
"3544","India","IND",2016,"hydro",128.38,34
"3545","Canada","CAN",2016,"nuclear",95.69,35
"3546","Japan","JPN",2016,"oil",94.78,36
"3547","Germany","DEU",2016,"nuclear",84.63,37
"3548","World","OWID_WRL",2016,"other_renewables",83.91,38
"3549","Germany","DEU",2016,"gas",82.62,39
"3550","Germany","DEU",2016,"wind",79.92,40
"3551","Japan","JPN",2016,"hydro",79.14,41
"3552","India","IND",2016,"gas",72.62,42
"3553","United Kingdom","GBR",2016,"nuclear",71.73,43
"3554","China","CHN",2016,"solar",66.53,44
"3555","Sweden","SWE",2016,"nuclear",63.1,45
"3556","United States","USA",2016,"bioenergy",62.76,46
"3557","China","CHN",2016,"bioenergy",62.13,47
"3558","Sweden","SWE",2016,"hydro",62.02,48
"3559","France","FRA",2016,"hydro",60.84,49
"3560","Canada","CAN",2016,"gas",59.59,50
"3561","Canada","CAN",2016,"coal",58.29,51
"3562","United States","USA",2016,"solar",54.87,52
"3563","Brazil","BRA",2016,"gas",54.07,53
"3564","Germany","DEU",2016,"bioenergy",50.93,54
"3565","Brazil","BRA",2016,"bioenergy",49.14,55
"3566","Australia","AUS",2016,"gas",46.21,56
"3567","Japan","JPN",2016,"solar",45.76,57
"3568","India","IND",2016,"wind",43.45,58
"3569","United States","USA",2016,"oil",39.5,59
"3570","Germany","DEU",2016,"solar",38.1,60
"3571","India","IND",2016,"nuclear",37.9,61
"3572","United Kingdom","GBR",2016,"wind",37.16,62
"3573","France","FRA",2016,"gas",34.97,63
"3574","Brazil","BRA",2016,"wind",33.24,64
"3575","United Kingdom","GBR",2016,"coal",30.67,65
"3576","Canada","CAN",2016,"wind",30.62,66
"3577","United Kingdom","GBR",2016,"bioenergy",30.06,67
"3578","Brazil","BRA",2016,"coal",25.01,68
"3579","India","IND",2016,"bioenergy",24.82,69
"3580","Japan","JPN",2016,"bioenergy",24.34,70
"3581","Germany","DEU",2016,"oil",24.3,71
"3582","France","FRA",2016,"wind",21.38,72
"3583","Germany","DEU",2016,"hydro",20.55,73
"3584","United States","USA",2016,"other_renewables",19.16,74
"3585","Sweden","SWE",2016,"wind",15.48,75
"3586","South Africa","ZAF",2016,"nuclear",15.21,76
"3587","Australia","AUS",2016,"hydro",15.02,77
"3588","Brazil","BRA",2016,"nuclear",14.97,78
"3589","Japan","JPN",2016,"nuclear",14.87,79
"3590","Brazil","BRA",2016,"oil",13.98,80
"3591","Australia","AUS",2016,"wind",13.7,81
"3592","India","IND",2016,"solar",11.56,82
"3593","Sweden","SWE",2016,"bioenergy",11.49,83
"3594","France","FRA",2016,"oil",11.25,84
"3595","Canada","CAN",2016,"bioenergy",10.63,85
"3596","United Kingdom","GBR",2016,"solar",10.4,86
"3597","China","CHN",2016,"oil",10.37,87
"3598","Russia","RUS",2016,"oil",10.34,88
"3599","France","FRA",2016,"coal",10.23,89
"3600","India","IND",2016,"oil",9.3,90
"3601","France","FRA",2016,"solar",8.66,91
"3602","United Kingdom","GBR",2016,"oil",7.53,92
"3603","France","FRA",2016,"bioenergy",7.52,93
"3604","Australia","AUS",2016,"solar",6.21,94
"3605","Japan","JPN",2016,"wind",6.17,95
"3606","Australia","AUS",2016,"oil",5.49,96
"3607","United Kingdom","GBR",2016,"hydro",5.37,97
"3608","Canada","CAN",2016,"oil",4.47,98
"3609","Canada","CAN",2016,"solar",3.99,99
"3610","South Africa","ZAF",2016,"oil",3.99,100
"3611","South Africa","ZAF",2016,"wind",3.7,101
"3612","Australia","AUS",2016,"bioenergy",3.48,102
"3613","South Africa","ZAF",2016,"solar",3.01,103
"3614","Sweden","SWE",2016,"oil",2.72,104
"3615","Japan","JPN",2016,"other_renewables",2.29,105
"3616","Norway","NOR",2016,"gas",2.21,106
"3617","Norway","NOR",2016,"wind",2.12,107
"3618","Norway","NOR",2016,"oil",0.72,108
"3619","Sweden","SWE",2016,"gas",0.68,109
"3620","South Africa","ZAF",2016,"hydro",0.67,110
"3621","France","FRA",2016,"other_renewables",0.6,111
"3622","Russia","RUS",2016,"solar",0.46,112
"3623","Russia","RUS",2016,"other_renewables",0.45,113
"3624","Russia","RUS",2016,"bioenergy",0.42,114
"3625","South Africa","ZAF",2016,"bioenergy",0.31,115
"3626","Sweden","SWE",2016,"coal",0.26,116
"3627","Norway","NOR",2016,"bioenergy",0.23,117
"3628","Germany","DEU",2016,"other_renewables",0.17,118
"3629","Russia","RUS",2016,"wind",0.15,119
"3630","Sweden","SWE",2016,"solar",0.14,120
"3631","Brazil","BRA",2016,"solar",0.08,121
"3632","Norway","NOR",2016,"coal",0.04,122
"3633","Canada","CAN",2016,"other_renewables",0.02,123
"3634","Australia","AUS",2016,"other_renewables",0,124
"3635","Australia","AUS",2016,"nuclear",0,125
"3636","Brazil","BRA",2016,"other_renewables",0,126
"3637","China","CHN",2016,"other_renewables",0,127
"3638","India","IND",2016,"other_renewables",0,128
"3639","Norway","NOR",2016,"other_renewables",0,129
"3640","Norway","NOR",2016,"solar",0,130
"3641","Norway","NOR",2016,"nuclear",0,131
"3642","South Africa","ZAF",2016,"other_renewables",0,132
"3643","South Africa","ZAF",2016,"gas",0,133
"3644","Sweden","SWE",2016,"other_renewables",0,134
"3645","United Kingdom","GBR",2016,"other_renewables",0,135
"3646","World","OWID_WRL",2017,"coal",9518.91,1
"3647","World","OWID_WRL",2017,"gas",5791.83,2
"3648","China","CHN",2017,"coal",4430.03,3
"3649","World","OWID_WRL",2017,"hydro",4053.96,4
"3650","World","OWID_WRL",2017,"nuclear",2566.22,5
"3651","United States","USA",2017,"gas",1296.44,6
"3652","United States","USA",2017,"coal",1205.84,7
"3653","China","CHN",2017,"hydro",1165.06,8
"3654","World","OWID_WRL",2017,"wind",1136.41,9
"3655","India","IND",2017,"coal",1115.24,10
"3656","World","OWID_WRL",2017,"oil",913.07,11
"3657","United States","USA",2017,"nuclear",804.95,12
"3658","World","OWID_WRL",2017,"bioenergy",515.07,13
"3659","Russia","RUS",2017,"gas",488.98,14
"3660","World","OWID_WRL",2017,"solar",444.54,15
"3661","Japan","JPN",2017,"gas",408.58,16
"3662","France","FRA",2017,"nuclear",398.36,17
"3663","Canada","CAN",2017,"hydro",390.64,18
"3664","Brazil","BRA",2017,"hydro",370.91,19
"3665","Japan","JPN",2017,"coal",326.62,20
"3666","China","CHN",2017,"wind",304.6,21
"3667","United States","USA",2017,"hydro",293.84,22
"3668","United States","USA",2017,"wind",254.3,23
"3669","China","CHN",2017,"nuclear",248.1,24
"3670","Germany","DEU",2017,"coal",241.26,25
"3671","South Africa","ZAF",2017,"coal",212.74,26
"3672","China","CHN",2017,"gas",203.2,27
"3673","Russia","RUS",2017,"nuclear",190.12,28
"3674","Russia","RUS",2017,"hydro",185.01,29
"3675","Russia","RUS",2017,"coal",164.82,30
"3676","Australia","AUS",2017,"coal",151.64,31
"3677","Norway","NOR",2017,"hydro",142.37,32
"3678","United Kingdom","GBR",2017,"gas",136.75,33
"3679","India","IND",2017,"hydro",135.82,34
"3680","China","CHN",2017,"solar",117.8,35
"3681","Germany","DEU",2017,"wind",105.69,36
"3682","Canada","CAN",2017,"nuclear",95.57,37
"3683","Germany","DEU",2017,"gas",88.01,38
"3684","World","OWID_WRL",2017,"other_renewables",86.39,39
"3685","Japan","JPN",2017,"hydro",83.42,40
"3686","China","CHN",2017,"bioenergy",79.6,41
"3687","United States","USA",2017,"solar",77.28,42
"3688","Germany","DEU",2017,"nuclear",76.32,43
"3689","India","IND",2017,"gas",74.99,44
"3690","Japan","JPN",2017,"oil",70.92,45
"3691","United Kingdom","GBR",2017,"nuclear",70.34,46
"3692","Sweden","SWE",2017,"nuclear",65.7,47
"3693","Sweden","SWE",2017,"hydro",65.14,48
"3694","United States","USA",2017,"bioenergy",62.73,49
"3695","Brazil","BRA",2017,"gas",62.72,50
"3696","Canada","CAN",2017,"coal",55.64,51
"3697","Japan","JPN",2017,"solar",55.07,52
"3698","Canada","CAN",2017,"gas",54.44,53
"3699","India","IND",2017,"wind",52.63,54
"3700","Australia","AUS",2017,"gas",52.48,55
"3701","Germany","DEU",2017,"bioenergy",50.92,56
"3702","Brazil","BRA",2017,"bioenergy",50.6,57
"3703","France","FRA",2017,"hydro",50,58
"3704","United Kingdom","GBR",2017,"wind",49.64,59
"3705","Brazil","BRA",2017,"wind",42.06,60
"3706","France","FRA",2017,"gas",40.5,61
"3707","Germany","DEU",2017,"solar",39.4,62
"3708","United States","USA",2017,"oil",37.89,63
"3709","India","IND",2017,"nuclear",37.41,64
"3710","United Kingdom","GBR",2017,"bioenergy",31.87,65
"3711","Canada","CAN",2017,"wind",31.2,66
"3712","Japan","JPN",2017,"bioenergy",27.95,67
"3713","Japan","JPN",2017,"nuclear",27.75,68
"3714","India","IND",2017,"bioenergy",24.91,69
"3715","Brazil","BRA",2017,"coal",24.64,70
"3716","France","FRA",2017,"wind",24.61,71
"3717","Germany","DEU",2017,"oil",24.1,72
"3718","United Kingdom","GBR",2017,"coal",22.53,73
"3719","India","IND",2017,"solar",21.54,74
"3720","Germany","DEU",2017,"hydro",20.15,75
"3721","United States","USA",2017,"other_renewables",19.04,76
"3722","Sweden","SWE",2017,"wind",17.61,77
"3723","Australia","AUS",2017,"hydro",16.04,78
"3724","South Africa","ZAF",2017,"nuclear",15.09,79
"3725","Brazil","BRA",2017,"nuclear",14.86,80
"3726","Brazil","BRA",2017,"oil",14.54,81
"3727","Australia","AUS",2017,"wind",13.27,82
"3728","France","FRA",2017,"coal",12.81,83
"3729","Sweden","SWE",2017,"bioenergy",12.08,84
"3730","France","FRA",2017,"oil",11.78,85
"3731","United Kingdom","GBR",2017,"solar",11.46,86
"3732","Canada","CAN",2017,"bioenergy",10.04,87
"3733","China","CHN",2017,"oil",9.87,88
"3734","France","FRA",2017,"solar",9.59,89
"3735","India","IND",2017,"oil",8.62,90
"3736","Australia","AUS",2017,"solar",8.07,91
"3737","France","FRA",2017,"bioenergy",7.78,92
"3738","United Kingdom","GBR",2017,"oil",6.63,93
"3739","Russia","RUS",2017,"oil",6.58,94
"3740","Japan","JPN",2017,"wind",6.49,95
"3741","United Kingdom","GBR",2017,"hydro",5.88,96
"3742","Australia","AUS",2017,"oil",5.02,97
"3743","South Africa","ZAF",2017,"wind",4.92,98
"3744","South Africa","ZAF",2017,"solar",3.94,99
"3745","Canada","CAN",2017,"oil",3.62,100
"3746","Canada","CAN",2017,"solar",3.54,101
"3747","Australia","AUS",2017,"bioenergy",3.39,102
"3748","Norway","NOR",2017,"wind",2.85,103
"3749","Sweden","SWE",2017,"oil",2.82,104
"3750","Japan","JPN",2017,"other_renewables",2.19,105
"3751","Norway","NOR",2017,"gas",2.06,106
"3752","Brazil","BRA",2017,"solar",0.83,107
"3753","Norway","NOR",2017,"oil",0.83,108
"3754","South Africa","ZAF",2017,"hydro",0.81,109
"3755","France","FRA",2017,"other_renewables",0.65,110
"3756","Russia","RUS",2017,"solar",0.56,111
"3757","Russia","RUS",2017,"bioenergy",0.49,112
"3758","Russia","RUS",2017,"other_renewables",0.44,113
"3759","South Africa","ZAF",2017,"bioenergy",0.37,114
"3760","Sweden","SWE",2017,"gas",0.33,115
"3761","Sweden","SWE",2017,"coal",0.32,116
"3762","Norway","NOR",2017,"bioenergy",0.26,117
"3763","Sweden","SWE",2017,"solar",0.23,118
"3764","Germany","DEU",2017,"other_renewables",0.16,119
"3765","Russia","RUS",2017,"wind",0.14,120
"3766","Norway","NOR",2017,"coal",0.04,121
"3767","South Africa","ZAF",2017,"oil",0.03,122
"3768","Canada","CAN",2017,"other_renewables",0.01,123
"3769","Australia","AUS",2017,"other_renewables",0,124
"3770","Australia","AUS",2017,"nuclear",0,125
"3771","Brazil","BRA",2017,"other_renewables",0,126
"3772","China","CHN",2017,"other_renewables",0,127
"3773","India","IND",2017,"other_renewables",0,128
"3774","Norway","NOR",2017,"other_renewables",0,129
"3775","Norway","NOR",2017,"solar",0,130
"3776","Norway","NOR",2017,"nuclear",0,131
"3777","South Africa","ZAF",2017,"other_renewables",0,132
"3778","South Africa","ZAF",2017,"gas",0,133
"3779","Sweden","SWE",2017,"other_renewables",0,134
"3780","United Kingdom","GBR",2017,"other_renewables",0,135
"3781","World","OWID_WRL",2018,"coal",9899.44,1
"3782","World","OWID_WRL",2018,"gas",6015.24,2
"3783","China","CHN",2018,"coal",4763.92,3
"3784","World","OWID_WRL",2018,"hydro",4174.81,4
"3785","World","OWID_WRL",2018,"nuclear",2619.57,5
"3786","United States","USA",2018,"gas",1469.13,6
"3787","World","OWID_WRL",2018,"wind",1265.29,7
"3788","China","CHN",2018,"hydro",1198.89,8
"3789","India","IND",2018,"coal",1198.86,9
"3790","United States","USA",2018,"coal",1149.49,10
"3791","World","OWID_WRL",2018,"oil",841.34,11
"3792","United States","USA",2018,"nuclear",807.08,12
"3793","World","OWID_WRL",2018,"solar",570.57,13
"3794","World","OWID_WRL",2018,"bioenergy",546.21,14
"3795","Russia","RUS",2018,"gas",497.51,15
"3796","France","FRA",2018,"nuclear",412.94,16
"3797","Japan","JPN",2018,"gas",396.79,17
"3798","Brazil","BRA",2018,"hydro",388.97,18
"3799","Canada","CAN",2018,"hydro",382.02,19
"3800","China","CHN",2018,"wind",365.8,20
"3801","Japan","JPN",2018,"coal",321.95,21
"3802","China","CHN",2018,"nuclear",295,22
"3803","United States","USA",2018,"hydro",286.62,23
"3804","United States","USA",2018,"wind",272.67,24
"3805","Germany","DEU",2018,"coal",228.16,25
"3806","China","CHN",2018,"gas",215.5,26
"3807","South Africa","ZAF",2018,"coal",214.13,27
"3808","Russia","RUS",2018,"hydro",191.14,28
"3809","Russia","RUS",2018,"nuclear",181.76,29
"3810","China","CHN",2018,"solar",176.9,30
"3811","Russia","RUS",2018,"coal",167.77,31
"3812","Australia","AUS",2018,"coal",152.53,32
"3813","India","IND",2018,"hydro",139.75,33
"3814","Norway","NOR",2018,"hydro",138.98,34
"3815","United Kingdom","GBR",2018,"gas",131.49,35
"3816","Germany","DEU",2018,"wind",109.95,36
"3817","Canada","CAN",2018,"nuclear",95.03,37
"3818","China","CHN",2018,"bioenergy",93.73,38
"3819","United States","USA",2018,"solar",93.36,39
"3820","World","OWID_WRL",2018,"other_renewables",89.54,40
"3821","Germany","DEU",2018,"gas",83.59,41
"3822","Japan","JPN",2018,"hydro",80.63,42
"3823","Germany","DEU",2018,"nuclear",76,43
"3824","India","IND",2018,"gas",71.26,44
"3825","Sweden","SWE",2018,"nuclear",68.55,45
"3826","France","FRA",2018,"hydro",65.11,46
"3827","United Kingdom","GBR",2018,"nuclear",65.06,47
"3828","Japan","JPN",2018,"solar",62.67,48
"3829","Sweden","SWE",2018,"hydro",62.21,49
"3830","Canada","CAN",2018,"gas",62.17,50
"3831","Japan","JPN",2018,"oil",61.87,51
"3832","United States","USA",2018,"bioenergy",61.83,52
"3833","India","IND",2018,"wind",60.31,53
"3834","United Kingdom","GBR",2018,"wind",56.91,54
"3835","Brazil","BRA",2018,"gas",52.36,55
"3836","Brazil","BRA",2018,"bioenergy",52.13,56
"3837","Germany","DEU",2018,"bioenergy",50.79,57
"3838","Australia","AUS",2018,"gas",50.14,58
"3839","Brazil","BRA",2018,"wind",48.12,59
"3840","Japan","JPN",2018,"nuclear",47.82,60
"3841","Canada","CAN",2018,"coal",46.75,61
"3842","Germany","DEU",2018,"solar",43.46,62
"3843","United States","USA",2018,"oil",42.68,63
"3844","India","IND",2018,"nuclear",39.05,64
"3845","India","IND",2018,"solar",36.33,65
"3846","United Kingdom","GBR",2018,"bioenergy",34.93,66
"3847","Canada","CAN",2018,"wind",32.85,67
"3848","Japan","JPN",2018,"bioenergy",30.85,68
"3849","France","FRA",2018,"gas",30.61,69
"3850","France","FRA",2018,"wind",28.6,70
"3851","India","IND",2018,"bioenergy",27.22,71
"3852","Germany","DEU",2018,"oil",22.9,72
"3853","Brazil","BRA",2018,"coal",22.68,73
"3854","United States","USA",2018,"other_renewables",18.69,74
"3855","Germany","DEU",2018,"hydro",17.69,75
"3856","United Kingdom","GBR",2018,"coal",16.83,76
"3857","Sweden","SWE",2018,"wind",16.62,77
"3858","Australia","AUS",2018,"hydro",15.8,78
"3859","Brazil","BRA",2018,"nuclear",14.79,79
"3860","Australia","AUS",2018,"wind",13.7,80
"3861","United Kingdom","GBR",2018,"solar",12.74,81
"3862","Sweden","SWE",2018,"bioenergy",11.91,82
"3863","Brazil","BRA",2018,"oil",11.65,83
"3864","France","FRA",2018,"solar",10.92,84
"3865","China","CHN",2018,"oil",10.86,85
"3866","South Africa","ZAF",2018,"nuclear",10.56,86
"3867","France","FRA",2018,"oil",10.35,87
"3868","Australia","AUS",2018,"solar",9.93,88
"3869","Canada","CAN",2018,"bioenergy",9.74,89
"3870","France","FRA",2018,"bioenergy",8.38,90
"3871","France","FRA",2018,"coal",8.31,91
"3872","Russia","RUS",2018,"oil",7.55,92
"3873","Japan","JPN",2018,"wind",7.18,93
"3874","United Kingdom","GBR",2018,"oil",7.09,94
"3875","South Africa","ZAF",2018,"wind",6.47,95
"3876","India","IND",2018,"oil",6.2,96
"3877","United Kingdom","GBR",2018,"hydro",5.44,97
"3878","Australia","AUS",2018,"oil",4.78,98
"3879","South Africa","ZAF",2018,"solar",4.24,99
"3880","Norway","NOR",2018,"wind",3.88,100
"3881","Canada","CAN",2018,"solar",3.76,101
"3882","Canada","CAN",2018,"oil",3.55,102
"3883","Australia","AUS",2018,"bioenergy",3.5,103
"3884","Brazil","BRA",2018,"solar",3.44,104
"3885","Sweden","SWE",2018,"oil",2.94,105
"3886","Japan","JPN",2018,"other_renewables",2.3,106
"3887","Norway","NOR",2018,"gas",2.18,107
"3888","South Africa","ZAF",2018,"hydro",1.1,108
"3889","Norway","NOR",2018,"oil",0.74,109
"3890","Russia","RUS",2018,"solar",0.72,110
"3891","France","FRA",2018,"other_renewables",0.61,111
"3892","Russia","RUS",2018,"bioenergy",0.48,112
"3893","Russia","RUS",2018,"other_renewables",0.43,113
"3894","South Africa","ZAF",2018,"bioenergy",0.41,114
"3895","Sweden","SWE",2018,"solar",0.41,115
"3896","Sweden","SWE",2018,"gas",0.38,116
"3897","Sweden","SWE",2018,"coal",0.34,117
"3898","Russia","RUS",2018,"wind",0.23,118
"3899","Norway","NOR",2018,"bioenergy",0.2,119
"3900","Germany","DEU",2018,"other_renewables",0.18,120
"3901","South Africa","ZAF",2018,"oil",0.12,121
"3902","Norway","NOR",2018,"coal",0.04,122
"3903","Canada","CAN",2018,"other_renewables",0.02,123
"3904","United Kingdom","GBR",2018,"other_renewables",0.01,124
"3905","Australia","AUS",2018,"other_renewables",0,125
"3906","Australia","AUS",2018,"nuclear",0,126
"3907","Brazil","BRA",2018,"other_renewables",0,127
"3908","China","CHN",2018,"other_renewables",0,128
"3909","India","IND",2018,"other_renewables",0,129
"3910","Norway","NOR",2018,"other_renewables",0,130
"3911","Norway","NOR",2018,"solar",0,131
"3912","Norway","NOR",2018,"nuclear",0,132
"3913","South Africa","ZAF",2018,"other_renewables",0,133
"3914","South Africa","ZAF",2018,"gas",0,134
