"","Entity","Code","Year","source","energy_twh","rank"
"2245","France","FRA",2006,"bioenergy",3.38,85
"2246","Japan","JPN",2006,"other_renewables",3.08,86
"2247","South Africa","ZAF",2006,"hydro",2.87,87
"2248","Australia","AUS",2006,"oil",2.74,88
"2249","Canada","CAN",2006,"wind",2.47,89
"2250","Germany","DEU",2006,"solar",2.22,90
"2251","France","FRA",2006,"wind",2.18,91
"2252","Japan","JPN",2006,"wind",2.17,92
"2253","Japan","JPN",2006,"solar",1.79,93
"2254","Australia","AUS",2006,"wind",1.71,94
"2255","Sweden","SWE",2006,"wind",0.98,95
"2256","Sweden","SWE",2006,"coal",0.88,96
"2257","Norway","NOR",2006,"wind",0.64,97
"2258","Sweden","SWE",2006,"gas",0.6,98
"2259","United States","USA",2006,"solar",0.51,99
"2260","Russia","RUS",2006,"bioenergy",0.48,100
"2261","Norway","NOR",2006,"gas",0.47,101
"2262","France","FRA",2006,"other_renewables",0.46,102
"2263","Russia","RUS",2006,"other_renewables",0.46,103
"2264","Norway","NOR",2006,"bioenergy",0.39,104
"2265","South Africa","ZAF",2006,"bioenergy",0.38,105
"2266","Brazil","BRA",2006,"wind",0.24,106
"2267","Norway","NOR",2006,"oil",0.18,107
"2268","Australia","AUS",2006,"solar",0.09,108
"2269","China","CHN",2006,"solar",0.09,109
"2270","Norway","NOR",2006,"coal",0.04,110
"2271","Canada","CAN",2006,"other_renewables",0.02,111
"2272","Canada","CAN",2006,"solar",0.02,112
"2273","South Africa","ZAF",2006,"solar",0.02,113
"2274","South Africa","ZAF",2006,"gas",0.02,114
"2275","France","FRA",2006,"solar",0.01,115
"2276","India","IND",2006,"solar",0.01,116
"2277","South Africa","ZAF",2006,"wind",0.01,117
"2278","United Kingdom","GBR",2006,"solar",0.01,118
"2279","Australia","AUS",2006,"other_renewables",0,119
"2280","Australia","AUS",2006,"nuclear",0,120
"2281","Brazil","BRA",2006,"other_renewables",0,121
"2282","Brazil","BRA",2006,"solar",0,122
"2283","China","CHN",2006,"other_renewables",0,123
"2284","Germany","DEU",2006,"other_renewables",0,124
"2285","India","IND",2006,"other_renewables",0,125
"2286","Norway","NOR",2006,"other_renewables",0,126
"2287","Norway","NOR",2006,"solar",0,127
"2288","Norway","NOR",2006,"nuclear",0,128
"2289","Russia","RUS",2006,"solar",0,129
"2290","Russia","RUS",2006,"wind",0,130
"2291","South Africa","ZAF",2006,"other_renewables",0,131
"2292","South Africa","ZAF",2006,"oil",0,132
"2293","Sweden","SWE",2006,"other_renewables",0,133
"2294","Sweden","SWE",2006,"solar",0,134
"2295","United Kingdom","GBR",2006,"other_renewables",0,135
"2296","World","OWID_WRL",2007,"coal",7931.82,1
"2297","World","OWID_WRL",2007,"gas",4109.47,2
"2298","World","OWID_WRL",2007,"hydro",3046.18,3
"2299","World","OWID_WRL",2007,"nuclear",2666.92,4
"2300","China","CHN",2007,"coal",2656.7,5
"2301","United States","USA",2007,"coal",2016.46,6
"2302","World","OWID_WRL",2007,"oil",1119.39,7
"2303","United States","USA",2007,"gas",896.59,8
"2304","United States","USA",2007,"nuclear",806.42,9
"2305","India","IND",2007,"coal",533.27,10
"2306","China","CHN",2007,"hydro",485.26,11
"2307","Russia","RUS",2007,"gas",458.62,12
"2308","France","FRA",2007,"nuclear",439.73,13
"2309","Brazil","BRA",2007,"hydro",370.27,14
"2310","Canada","CAN",2007,"hydro",363.91,15
"2311","Germany","DEU",2007,"coal",297.1,16
"2312","Japan","JPN",2007,"coal",280.01,17
"2313","Japan","JPN",2007,"nuclear",267.34,18
"2314","Japan","JPN",2007,"gas",261.95,19
"2315","World","OWID_WRL",2007,"bioenergy",243.14,20
"2316","United States","USA",2007,"hydro",240.61,21
"2317","South Africa","ZAF",2007,"coal",231.74,22
"2318","Russia","RUS",2007,"hydro",177.05,23
"2319","Australia","AUS",2007,"coal",174,24
"2320","World","OWID_WRL",2007,"wind",170.91,25
"2321","United Kingdom","GBR",2007,"gas",165.79,26
"2322","Japan","JPN",2007,"oil",163.41,27
"2323","Russia","RUS",2007,"coal",160.07,28
"2324","Russia","RUS",2007,"nuclear",147.99,29
"2325","Germany","DEU",2007,"nuclear",140.53,30
"2326","United Kingdom","GBR",2007,"coal",135.95,31
"2327","Norway","NOR",2007,"hydro",133.66,32
"2328","India","IND",2007,"hydro",122.61,33
"2329","Canada","CAN",2007,"coal",98.34,34
"2330","India","IND",2007,"gas",90.05,35
"2331","Canada","CAN",2007,"nuclear",88.19,36
"2332","Germany","DEU",2007,"gas",80.02,37
"2333","United States","USA",2007,"oil",75.19,38
"2334","Japan","JPN",2007,"hydro",73.27,39
"2335","Sweden","SWE",2007,"nuclear",66.97,40
"2336","Sweden","SWE",2007,"hydro",66.16,41
"2337","United Kingdom","GBR",2007,"nuclear",63.03,42
"2338","World","OWID_WRL",2007,"other_renewables",62.87,43
"2339","China","CHN",2007,"nuclear",62.13,44
"2340","France","FRA",2007,"hydro",55.99,45
"2341","United States","USA",2007,"bioenergy",55.54,46
"2342","Germany","DEU",2007,"wind",40.51,47
"2343","Canada","CAN",2007,"gas",39.73,48
"2344","United States","USA",2007,"wind",34.45,49
"2345","China","CHN",2007,"gas",33.91,50
"2346","Australia","AUS",2007,"gas",31.33,51
"2347","China","CHN",2007,"oil",28.09,52
"2348","Germany","DEU",2007,"oil",25.28,53
"2349","Germany","DEU",2007,"bioenergy",24.62,54
"2350","France","FRA",2007,"coal",24.45,55
"2351","France","FRA",2007,"gas",21.99,56
"2352","Germany","DEU",2007,"hydro",21.17,57
"2353","Japan","JPN",2007,"bioenergy",19.86,58
"2354","India","IND",2007,"nuclear",17.83,59
"2355","Brazil","BRA",2007,"bioenergy",16.97,60
"2356","United States","USA",2007,"other_renewables",16.7,61
"2357","Russia","RUS",2007,"oil",16.24,62
"2358","Brazil","BRA",2007,"gas",14.56,63
"2359","Australia","AUS",2007,"hydro",14.2,64
"2360","India","IND",2007,"oil",13.36,65
"2361","South Africa","ZAF",2007,"nuclear",12.6,66
"2362","Brazil","BRA",2007,"oil",12.5,67
"2363","France","FRA",2007,"oil",11.74,68
"2364","India","IND",2007,"wind",11.68,69
"2365","Brazil","BRA",2007,"nuclear",11.65,70
"2366","Canada","CAN",2007,"oil",11.29,71
"2367","Brazil","BRA",2007,"coal",10.58,72
"2368","China","CHN",2007,"bioenergy",9.86,73
"2369","Sweden","SWE",2007,"bioenergy",9.84,74
"2370","United Kingdom","GBR",2007,"bioenergy",9.33,75
"2371","United Kingdom","GBR",2007,"oil",8.52,76
"2372","Canada","CAN",2007,"bioenergy",8.45,77
"2373","India","IND",2007,"bioenergy",7.4,78
"2374","World","OWID_WRL",2007,"solar",6.92,79
"2375","China","CHN",2007,"wind",5.48,80
"2376","United Kingdom","GBR",2007,"wind",5.27,81
"2377","United Kingdom","GBR",2007,"hydro",5.08,82
"2378","France","FRA",2007,"wind",4.07,83
"2379","Australia","AUS",2007,"bioenergy",4.01,84
"2380","France","FRA",2007,"bioenergy",3.75,85
"2381","Australia","AUS",2007,"oil",3.26,86
"2382","Germany","DEU",2007,"solar",3.08,87
"2383","Japan","JPN",2007,"other_renewables",3.04,88
"2384","Canada","CAN",2007,"wind",3.01,89
"2385","Sweden","SWE",2007,"oil",2.94,90
"2386","Australia","AUS",2007,"wind",2.61,91
"2387","Japan","JPN",2007,"wind",2.61,92
"2388","Japan","JPN",2007,"solar",2.02,93
"2389","Sweden","SWE",2007,"wind",1.43,94
"2390","South Africa","ZAF",2007,"oil",1.09,95
"2391","Norway","NOR",2007,"wind",0.89,96
"2392","South Africa","ZAF",2007,"hydro",0.86,97
"2393","Sweden","SWE",2007,"gas",0.83,98
"2394","Norway","NOR",2007,"gas",0.76,99
"2395","Sweden","SWE",2007,"coal",0.65,100
"2396","Brazil","BRA",2007,"wind",0.64,101
"2397","United States","USA",2007,"solar",0.61,102
"2398","Russia","RUS",2007,"other_renewables",0.49,103
"2399","France","FRA",2007,"other_renewables",0.47,104
"2400","Russia","RUS",2007,"bioenergy",0.45,105
"2401","South Africa","ZAF",2007,"bioenergy",0.41,106
"2402","Norway","NOR",2007,"bioenergy",0.39,107
"2403","Norway","NOR",2007,"oil",0.2,108
"2404","Australia","AUS",2007,"solar",0.11,109
"2405","China","CHN",2007,"solar",0.11,110
"2406","South Africa","ZAF",2007,"gas",0.08,111
"2407","India","IND",2007,"solar",0.06,112
"2408","Norway","NOR",2007,"coal",0.04,113
"2409","Canada","CAN",2007,"solar",0.03,114
"2410","Canada","CAN",2007,"other_renewables",0.02,115
"2411","France","FRA",2007,"solar",0.02,116
"2412","South Africa","ZAF",2007,"solar",0.02,117
"2413","Russia","RUS",2007,"wind",0.01,118
"2414","South Africa","ZAF",2007,"wind",0.01,119
"2415","United Kingdom","GBR",2007,"solar",0.01,120
"2416","Australia","AUS",2007,"other_renewables",0,121
"2417","Australia","AUS",2007,"nuclear",0,122
"2418","Brazil","BRA",2007,"other_renewables",0,123
"2419","Brazil","BRA",2007,"solar",0,124
"2420","China","CHN",2007,"other_renewables",0,125
"2421","Germany","DEU",2007,"other_renewables",0,126
"2422","India","IND",2007,"other_renewables",0,127
"2423","Norway","NOR",2007,"other_renewables",0,128
"2424","Norway","NOR",2007,"solar",0,129
"2425","Norway","NOR",2007,"nuclear",0,130
"2426","Russia","RUS",2007,"solar",0,131
"2427","South Africa","ZAF",2007,"other_renewables",0,132
"2428","Sweden","SWE",2007,"other_renewables",0,133
"2429","Sweden","SWE",2007,"solar",0,134
"2430","United Kingdom","GBR",2007,"other_renewables",0,135
"2431","World","OWID_WRL",2008,"coal",7927.59,1
"2432","World","OWID_WRL",2008,"gas",4210.51,2
"2433","World","OWID_WRL",2008,"hydro",3231.07,3
"2434","China","CHN",2008,"coal",2708.91,4
"2435","World","OWID_WRL",2008,"nuclear",2656.04,5
"2436","United States","USA",2008,"coal",1985.8,6
"2437","World","OWID_WRL",2008,"oil",1078.99,7
"2438","United States","USA",2008,"gas",882.98,8
"2439","United States","USA",2008,"nuclear",806.21,9
"2440","China","CHN",2008,"hydro",636.96,10
"2441","India","IND",2008,"coal",573.12,11
"2442","Russia","RUS",2008,"gas",466.49,12
"2443","France","FRA",2008,"nuclear",439.45,13
"2444","Canada","CAN",2008,"hydro",373.68,14
"2445","Brazil","BRA",2008,"hydro",365.86,15
"2446","Germany","DEU",2008,"coal",275.21,16
"2447","Japan","JPN",2008,"coal",266.92,17
"2448","Japan","JPN",2008,"gas",259.82,18
"2449","World","OWID_WRL",2008,"bioenergy",258.44,19
"2450","United States","USA",2008,"hydro",248.54,20
"2451","Japan","JPN",2008,"nuclear",241.25,21
"2452","South Africa","ZAF",2008,"coal",226.11,22
"2453","World","OWID_WRL",2008,"wind",220.07,23
"2454","Russia","RUS",2008,"coal",185.52,24
"2455","United Kingdom","GBR",2008,"gas",176.22,25
"2456","Australia","AUS",2008,"coal",173.39,26
"2457","Russia","RUS",2008,"hydro",164.76,27
"2458","Russia","RUS",2008,"nuclear",152.06,28
"2459","Germany","DEU",2008,"nuclear",148.49,29
"2460","Norway","NOR",2008,"hydro",139.04,30
"2461","Japan","JPN",2008,"oil",137.14,31
"2462","United Kingdom","GBR",2008,"coal",124.38,32
"2463","India","IND",2008,"hydro",115.17,33
"2464","Canada","CAN",2008,"coal",94.68,34
"2465","Germany","DEU",2008,"gas",90.7,35
"2466","Canada","CAN",2008,"nuclear",88.3,36
"2467","India","IND",2008,"gas",85.88,37
"2468","Japan","JPN",2008,"hydro",75.68,38
"2469","Sweden","SWE",2008,"hydro",69.07,39
"2470","China","CHN",2008,"nuclear",68.39,40
"2471","World","OWID_WRL",2008,"other_renewables",65.97,41
"2472","Sweden","SWE",2008,"nuclear",63.89,42
"2473","France","FRA",2008,"hydro",62.16,43
"2474","United States","USA",2008,"oil",55.43,44
"2475","United States","USA",2008,"wind",55.36,45
"2476","United States","USA",2008,"bioenergy",55.03,46
"2477","United Kingdom","GBR",2008,"nuclear",52.49,47
"2478","Germany","DEU",2008,"wind",41.38,48
"2479","Canada","CAN",2008,"gas",37.23,49
"2480","China","CHN",2008,"gas",34.57,50
"2481","Australia","AUS",2008,"gas",34.17,51
"2482","Germany","DEU",2008,"bioenergy",28.02,52
"2483","Brazil","BRA",2008,"gas",27.51,53
"2484","Germany","DEU",2008,"oil",24.52,54
"2485","France","FRA",2008,"coal",23.06,55
"2486","France","FRA",2008,"gas",21.88,56
"2487","Germany","DEU",2008,"hydro",20.44,57
"2488","Brazil","BRA",2008,"bioenergy",18.91,58
"2489","China","CHN",2008,"oil",18.81,59
"2490","United States","USA",2008,"other_renewables",17.32,60
"2491","Japan","JPN",2008,"bioenergy",17.17,61
"2492","Brazil","BRA",2008,"oil",16.69,62
"2493","India","IND",2008,"oil",15.27,63
"2494","India","IND",2008,"nuclear",15.23,64
"2495","Russia","RUS",2008,"oil",15.19,65
"2496","China","CHN",2008,"bioenergy",14.87,66
"2497","India","IND",2008,"wind",14.38,67
"2498","Brazil","BRA",2008,"nuclear",13.21,68
"2499","China","CHN",2008,"wind",13.1,69
"2500","South Africa","ZAF",2008,"nuclear",12.75,70
"2501","Australia","AUS",2008,"hydro",11.79,71
"2502","Brazil","BRA",2008,"coal",11.67,72
"2503","World","OWID_WRL",2008,"solar",11.36,73
"2504","France","FRA",2008,"oil",10.63,74
"2505","Sweden","SWE",2008,"bioenergy",10.34,75
"2506","United Kingdom","GBR",2008,"oil",9.9,76
"2507","United Kingdom","GBR",2008,"bioenergy",9.57,77
"2508","Canada","CAN",2008,"oil",9.42,78
"2509","India","IND",2008,"bioenergy",9.3,79
"2510","Canada","CAN",2008,"bioenergy",7.69,80
"2511","United Kingdom","GBR",2008,"wind",7.12,81
"2512","France","FRA",2008,"wind",5.69,82
"2513","United Kingdom","GBR",2008,"hydro",5.14,83
"2514","Germany","DEU",2008,"solar",4.42,84
"2515","France","FRA",2008,"bioenergy",3.97,85
"2516","Canada","CAN",2008,"wind",3.79,86
"2517","Australia","AUS",2008,"oil",3.5,87
"2518","Australia","AUS",2008,"bioenergy",3.48,88
"2519","Sweden","SWE",2008,"oil",3.47,89
"2520","Australia","AUS",2008,"wind",3.09,90
"2521","Japan","JPN",2008,"wind",2.94,91
"2522","Japan","JPN",2008,"other_renewables",2.75,92
"2523","Japan","JPN",2008,"solar",2.25,93
"2524","Sweden","SWE",2008,"wind",2,94
"2525","South Africa","ZAF",2008,"hydro",1.19,95
"2526","Norway","NOR",2008,"wind",0.91,96
"2527","United States","USA",2008,"solar",0.86,97
"2528","Brazil","BRA",2008,"wind",0.84,98
"2529","Sweden","SWE",2008,"gas",0.62,99
"2530","Sweden","SWE",2008,"coal",0.51,100
"2531","France","FRA",2008,"other_renewables",0.47,101
"2532","Russia","RUS",2008,"other_renewables",0.47,102
"2533","Russia","RUS",2008,"bioenergy",0.46,103
"2534","Norway","NOR",2008,"gas",0.44,104
"2535","South Africa","ZAF",2008,"bioenergy",0.43,105
"2536","Norway","NOR",2008,"bioenergy",0.4,106
"2537","Norway","NOR",2008,"oil",0.19,107
"2538","China","CHN",2008,"solar",0.15,108
"2539","Australia","AUS",2008,"solar",0.13,109
"2540","South Africa","ZAF",2008,"oil",0.13,110
"2541","South Africa","ZAF",2008,"gas",0.08,111
"2542","India","IND",2008,"solar",0.06,112
"2543","Canada","CAN",2008,"solar",0.04,113
"2544","France","FRA",2008,"solar",0.04,114
"2545","Norway","NOR",2008,"coal",0.04,115
"2546","Germany","DEU",2008,"other_renewables",0.02,116
"2547","South Africa","ZAF",2008,"solar",0.02,117
"2548","South Africa","ZAF",2008,"wind",0.02,118
"2549","United Kingdom","GBR",2008,"solar",0.02,119
"2550","Canada","CAN",2008,"other_renewables",0.01,120
"2551","Australia","AUS",2008,"other_renewables",0,121
"2552","Australia","AUS",2008,"nuclear",0,122
"2553","Brazil","BRA",2008,"other_renewables",0,123
"2554","Brazil","BRA",2008,"solar",0,124
"2555","China","CHN",2008,"other_renewables",0,125
"2556","India","IND",2008,"other_renewables",0,126
"2557","Norway","NOR",2008,"other_renewables",0,127
"2558","Norway","NOR",2008,"solar",0,128
"2559","Norway","NOR",2008,"nuclear",0,129
"2560","Russia","RUS",2008,"solar",0,130
"2561","Russia","RUS",2008,"wind",0,131
"2562","South Africa","ZAF",2008,"other_renewables",0,132
"2563","Sweden","SWE",2008,"other_renewables",0,133
"2564","Sweden","SWE",2008,"solar",0,134
"2565","United Kingdom","GBR",2008,"other_renewables",0,135
"2566","World","OWID_WRL",2009,"coal",7817.32,1
"2567","World","OWID_WRL",2009,"gas",4247.72,2
"2568","World","OWID_WRL",2009,"hydro",3229.55,3
"2569","China","CHN",2009,"coal",2911.52,4
"2570","World","OWID_WRL",2009,"nuclear",2619,5
"2571","United States","USA",2009,"coal",1755.9,6
"2572","World","OWID_WRL",2009,"oil",1005.12,7
"2573","United States","USA",2009,"gas",920.98,8
"2574","United States","USA",2009,"nuclear",798.85,9
"2575","China","CHN",2009,"hydro",615.64,10
"2576","India","IND",2009,"coal",611.11,11
"2577","Russia","RUS",2009,"gas",442.46,12
"2578","France","FRA",2009,"nuclear",409.74,13
"2579","Brazil","BRA",2009,"hydro",387.08,14
"2580","Canada","CAN",2009,"hydro",364.96,15
"2581","World","OWID_WRL",2009,"bioenergy",279.55,16
"2582","World","OWID_WRL",2009,"wind",275.88,17
"2583","United States","USA",2009,"hydro",268.82,18
"2584","Japan","JPN",2009,"gas",267.74,19
"2585","Japan","JPN",2009,"nuclear",263.05,20
"2586","Japan","JPN",2009,"coal",257.31,21
"2587","Germany","DEU",2009,"coal",253.45,22
"2588","South Africa","ZAF",2009,"coal",218.11,23
"2589","Russia","RUS",2009,"hydro",174.18,24
"2590","Australia","AUS",2009,"coal",174.01,25
"2591","United Kingdom","GBR",2009,"gas",166.5,26
"2592","Russia","RUS",2009,"coal",154.82,27
"2593","Russia","RUS",2009,"nuclear",152.78,28
"2594","Germany","DEU",2009,"nuclear",134.93,29
"2595","Norway","NOR",2009,"hydro",125.28,30
"2596","India","IND",2009,"hydro",106.34,31
"2597","India","IND",2009,"gas",104.37,32
"2598","United Kingdom","GBR",2009,"coal",103.04,33
"2599","Japan","JPN",2009,"oil",86.81,34
"2600","Canada","CAN",2009,"nuclear",85.13,35
"2601","Germany","DEU",2009,"gas",82.55,36
"2602","Canada","CAN",2009,"coal",78.51,37
"2603","Japan","JPN",2009,"hydro",76.13,38
"2604","United States","USA",2009,"wind",73.89,39
"2605","China","CHN",2009,"nuclear",70.05,40
"2606","United Kingdom","GBR",2009,"nuclear",69.1,41
"2607","World","OWID_WRL",2009,"other_renewables",68.02,42
"2608","Sweden","SWE",2009,"hydro",65.85,43
"2609","China","CHN",2009,"gas",56.56,44
"2610","France","FRA",2009,"hydro",55.49,45
"2611","United States","USA",2009,"bioenergy",54.49,46
"2612","Sweden","SWE",2009,"nuclear",52.17,47
"2613","United States","USA",2009,"oil",48.53,48
"2614","Canada","CAN",2009,"gas",41.95,49
"2615","Germany","DEU",2009,"wind",39.42,50
"2616","Australia","AUS",2009,"gas",39.31,51
"2617","Germany","DEU",2009,"bioenergy",30.89,52
"2618","China","CHN",2009,"wind",27.61,53
"2619","Germany","DEU",2009,"oil",22.07,54
"2620","Brazil","BRA",2009,"bioenergy",21.81,55
"2621","France","FRA",2009,"coal",21.67,56
"2622","China","CHN",2009,"bioenergy",20.86,57
"2623","France","FRA",2009,"gas",20.5,58
"2624","World","OWID_WRL",2009,"solar",19.19,59
"2625","Germany","DEU",2009,"hydro",19.03,60
"2626","United States","USA",2009,"other_renewables",17.47,61
"2627","Japan","JPN",2009,"bioenergy",16.89,62
"2628","India","IND",2009,"nuclear",16.82,63
"2629","India","IND",2009,"wind",16.27,64
"2630","Russia","RUS",2009,"oil",15.11,65
"2631","Brazil","BRA",2009,"oil",13.75,66
"2632","India","IND",2009,"oil",13.08,67
"2633","Brazil","BRA",2009,"gas",12.71,68
"2634","Brazil","BRA",2009,"nuclear",12.22,69
"2635","China","CHN",2009,"oil",12.12,70
"2636","Australia","AUS",2009,"hydro",11.68,71
"2637","India","IND",2009,"bioenergy",11.64,72
"2638","South Africa","ZAF",2009,"nuclear",11.57,73
"2639","Sweden","SWE",2009,"bioenergy",11.46,74
"2640","United Kingdom","GBR",2009,"bioenergy",10.72,75
"2641","Brazil","BRA",2009,"coal",9.86,76
"2642","Canada","CAN",2009,"oil",9.3,77
"2643","United Kingdom","GBR",2009,"wind",9.28,78
"2644","United Kingdom","GBR",2009,"oil",9.19,79
"2645","France","FRA",2009,"oil",9.15,80
"2646","Canada","CAN",2009,"bioenergy",8.51,81
"2647","France","FRA",2009,"wind",7.91,82
"2648","Canada","CAN",2009,"wind",6.64,83
"2649","Germany","DEU",2009,"solar",6.58,84
"2650","United Kingdom","GBR",2009,"hydro",5.23,85
"2651","Norway","NOR",2009,"gas",4.23,86
"2652","France","FRA",2009,"bioenergy",4.13,87
"2653","Australia","AUS",2009,"wind",3.82,88
"2654","Japan","JPN",2009,"wind",3.61,89
"2655","Australia","AUS",2009,"oil",3.1,90
"2656","Japan","JPN",2009,"other_renewables",2.89,91
"2657","Japan","JPN",2009,"solar",2.76,92
"2658","Australia","AUS",2009,"bioenergy",2.66,93
"2659","Sweden","SWE",2009,"oil",2.55,94
"2660","Sweden","SWE",2009,"wind",2.49,95
"2661","Sweden","SWE",2009,"gas",1.56,96
"2662","South Africa","ZAF",2009,"hydro",1.39,97
"2663","Brazil","BRA",2009,"wind",1.24,98
"2664","Norway","NOR",2009,"wind",0.98,99
"2665","United States","USA",2009,"solar",0.89,100
"2666","Sweden","SWE",2009,"coal",0.51,101
"2667","Russia","RUS",2009,"bioenergy",0.47,102
"2668","Russia","RUS",2009,"other_renewables",0.46,103
"2669","France","FRA",2009,"other_renewables",0.45,104
"2670","South Africa","ZAF",2009,"bioenergy",0.42,105
"2671","China","CHN",2009,"solar",0.28,106
"2672","Norway","NOR",2009,"bioenergy",0.23,107
"2673","France","FRA",2009,"solar",0.17,108
"2674","Australia","AUS",2009,"solar",0.16,109
"2675","Norway","NOR",2009,"oil",0.14,110
"2676","Canada","CAN",2009,"solar",0.1,111
"2677","India","IND",2009,"solar",0.08,112
"2678","South Africa","ZAF",2009,"oil",0.05,113
"2679","Norway","NOR",2009,"coal",0.04,114
"2680","Canada","CAN",2009,"other_renewables",0.03,115
"2681","South Africa","ZAF",2009,"wind",0.03,116
"2682","Germany","DEU",2009,"other_renewables",0.02,117
"2683","South Africa","ZAF",2009,"solar",0.02,118
"2684","United Kingdom","GBR",2009,"solar",0.02,119
"2685","South Africa","ZAF",2009,"gas",0.01,120
"2686","Sweden","SWE",2009,"solar",0.01,121
"2687","Australia","AUS",2009,"other_renewables",0,122
"2688","Australia","AUS",2009,"nuclear",0,123
"2689","Brazil","BRA",2009,"other_renewables",0,124
"2690","Brazil","BRA",2009,"solar",0,125
"2691","China","CHN",2009,"other_renewables",0,126
"2692","India","IND",2009,"other_renewables",0,127
"2693","Norway","NOR",2009,"other_renewables",0,128
"2694","Norway","NOR",2009,"solar",0,129
"2695","Norway","NOR",2009,"nuclear",0,130
"2696","Russia","RUS",2009,"solar",0,131
"2697","Russia","RUS",2009,"wind",0,132
"2698","South Africa","ZAF",2009,"other_renewables",0,133
"2699","Sweden","SWE",2009,"other_renewables",0,134
"2700","United Kingdom","GBR",2009,"other_renewables",0,135
"2701","World","OWID_WRL",2010,"coal",8358.6,1
"2702","World","OWID_WRL",2010,"gas",4701.27,2
"2703","World","OWID_WRL",2010,"hydro",3412.33,3
"2704","China","CHN",2010,"coal",3233.6,4
"2705","World","OWID_WRL",2010,"nuclear",2686.44,5
"2706","United States","USA",2010,"coal",1847.29,6
"2707","World","OWID_WRL",2010,"oil",1011.78,7
"2708","United States","USA",2010,"gas",987.7,8
"2709","United States","USA",2010,"nuclear",806.97,9
"2710","China","CHN",2010,"hydro",711.38,10
"2711","India","IND",2010,"coal",642.97,11
"2712","Russia","RUS",2010,"gas",490.99,12
"2713","France","FRA",2010,"nuclear",428.52,13
"2714","Brazil","BRA",2010,"hydro",403.29,14
"2715","Canada","CAN",2010,"hydro",347.87,15
"2716","World","OWID_WRL",2010,"wind",345.99,16
"2717","World","OWID_WRL",2010,"bioenergy",322.22,17
"2718","Japan","JPN",2010,"gas",301.79,18
"2719","Japan","JPN",2010,"coal",293.24,19
"2720","Japan","JPN",2010,"nuclear",278.36,20
"2721","Germany","DEU",2010,"coal",262.89,21
"2722","United States","USA",2010,"hydro",254.7,22
"2723","South Africa","ZAF",2010,"coal",226.62,23
"2724","United Kingdom","GBR",2010,"gas",175.65,24
"2725","Russia","RUS",2010,"hydro",166.48,25
"2726","Australia","AUS",2010,"coal",165.57,26
"2727","Russia","RUS",2010,"nuclear",159.41,27
"2728","Russia","RUS",2010,"coal",156.67,28
"2729","Germany","DEU",2010,"nuclear",140.56,29
"2730","India","IND",2010,"gas",118.03,30
"2731","Norway","NOR",2010,"hydro",116.74,31
"2732","India","IND",2010,"hydro",108.74,32
"2733","United Kingdom","GBR",2010,"coal",107.59,33
"2734","Japan","JPN",2010,"oil",94.86,34
"2735","United States","USA",2010,"wind",94.65,35
"2736","Germany","DEU",2010,"gas",90.67,36
"2737","Canada","CAN",2010,"nuclear",85.53,37
"2738","Japan","JPN",2010,"hydro",83.43,38
"2739","China","CHN",2010,"gas",77.73,39
"2740","Canada","CAN",2010,"coal",76.85,40
"2741","China","CHN",2010,"nuclear",74.74,41
"2742","World","OWID_WRL",2010,"other_renewables",68.38,42
"2743","Sweden","SWE",2010,"hydro",66.4,43
"2744","United Kingdom","GBR",2010,"nuclear",62.14,44
"2745","France","FRA",2010,"hydro",61.2,45
"2746","Sweden","SWE",2010,"nuclear",57.83,46
"2747","United States","USA",2010,"bioenergy",56.09,47
"2748","China","CHN",2010,"wind",49.4,48
"2749","United States","USA",2010,"oil",47.5,49
"2750","Canada","CAN",2010,"gas",46.92,50
"2751","Australia","AUS",2010,"gas",44.01,51
"2752","Germany","DEU",2010,"wind",38.55,52
"2753","Brazil","BRA",2010,"gas",34.85,53
"2754","Germany","DEU",2010,"bioenergy",33.92,54
"2755","World","OWID_WRL",2010,"solar",31.05,55
"2756","Brazil","BRA",2010,"bioenergy",30.52,56
"2757","Germany","DEU",2010,"oil",25.34,57
"2758","China","CHN",2010,"bioenergy",24.9,58
"2759","France","FRA",2010,"gas",23.76,59
"2760","France","FRA",2010,"coal",23.36,60
"2761","India","IND",2010,"nuclear",23.08,61
"2762","Germany","DEU",2010,"hydro",20.95,62
"2763","Japan","JPN",2010,"bioenergy",20.47,63
"2764","India","IND",2010,"wind",19.46,64
"2765","United States","USA",2010,"other_renewables",17.83,65
"2766","Brazil","BRA",2010,"oil",15.02,66
"2767","China","CHN",2010,"oil",14.86,67
"2768","India","IND",2010,"bioenergy",14.3,68
"2769","Brazil","BRA",2010,"nuclear",13.77,69
"2770","Australia","AUS",2010,"hydro",13.5,70
"2771","South Africa","ZAF",2010,"nuclear",12.9,71
"2772","United Kingdom","GBR",2010,"bioenergy",12.26,72
"2773","Sweden","SWE",2010,"bioenergy",12.19,73
"2774","Germany","DEU",2010,"solar",11.73,74
"2775","Brazil","BRA",2010,"coal",11.15,75
"2776","India","IND",2010,"oil",10.78,76
"2777","France","FRA",2010,"oil",10.51,77
"2778","United Kingdom","GBR",2010,"wind",10.29,78
"2779","France","FRA",2010,"wind",9.94,79
"2780","Canada","CAN",2010,"bioenergy",9.42,80
"2781","Russia","RUS",2010,"oil",8.78,81
"2782","Canada","CAN",2010,"wind",8.64,82
"2783","United Kingdom","GBR",2010,"oil",7.35,83
"2784","Canada","CAN",2010,"oil",6.31,84
"2785","Australia","AUS",2010,"wind",4.94,85
