"","Entity","Code","Year","source","energy_twh","rank","energy_prop","energy_prop_cum","energy_prop_pos"
"47","World","OWID_WRL",1996,"oil",1245.6957,5,0.0918620060178378,0.999268845303622,0.953337842294703
"48","World","OWID_WRL",1996,"wind",9.215601,6,0.000679591006471317,0.999948436310093,0.999608640806857
"49","World","OWID_WRL",1996,"solar",0.69922996,7,5.15636899070716e-05,1,0.999974218155046
"50","World","OWID_WRL",1997,"coal",5395.626,1,0.388858936080696,0.388858936080696,0.194429468040348
"51","World","OWID_WRL",1997,"hydro",2561.359,2,0.184595325113474,0.57345426119417,0.481156598637433
"52","World","OWID_WRL",1997,"nuclear",2390.0642,3,0.17225023046011,0.74570449165428,0.659579376424225
"53","World","OWID_WRL",1997,"gas",2271.0615,4,0.163673790337549,0.909378281991829,0.827541386823055
"54","World","OWID_WRL",1997,"oil",1244.647,5,0.089700825857098,0.999079107848927,0.954228694920378
"55","World","OWID_WRL",1997,"wind",12.028216,6,0.000866864989661775,0.999945972838589,0.999512540343758
"56","World","OWID_WRL",1997,"solar",0.7496558,7,5.40271614108767e-05,1,0.999972986419295
"57","World","OWID_WRL",1998,"coal",5511.2935,1,0.386933608463755,0.386933608463755,0.193466804231878
"58","World","OWID_WRL",1998,"hydro",2581.1204,2,0.181213762295804,0.568147370759559,0.477540489611657
"59","World","OWID_WRL",1998,"nuclear",2431.1948,3,0.170687875149875,0.738835245909434,0.653491308334497
"60","World","OWID_WRL",1998,"gas",2408.5476,4,0.169097874033513,0.907933119942947,0.823384182926191
"61","World","OWID_WRL",1998,"oil",1294.6146,5,0.090891530046052,0.998824649988999,0.953378884965973
"62","World","OWID_WRL",1998,"wind",15.92926,6,0.0011183519897747,0.999943001978774,0.999383825983886
"63","World","OWID_WRL",1998,"solar",0.811852,7,5.69980212265082e-05,1,0.999971500989387
"64","World","OWID_WRL",1999,"coal",5630.859,1,0.384496589514621,0.384496589514621,0.192248294757311
"65","World","OWID_WRL",1999,"gas",2600.75,2,0.177589157387914,0.562085746902535,0.473291168208578
"66","World","OWID_WRL",1999,"hydro",2600.65,3,0.177582329005432,0.739668075907968,0.650876911405252
"67","World","OWID_WRL",1999,"nuclear",2523.7056,4,0.172328271075328,0.911996346983296,0.825832211445632
"68","World","OWID_WRL",1999,"oil",1266.6599,5,0.0864923827119329,0.998488729695229,0.955242538339262
"69","World","OWID_WRL",1999,"wind",21.226898,6,0.00144945378440034,0.999938183479629,0.999213456587429
"70","World","OWID_WRL",1999,"solar",0.9052879,7,6.18165203708446e-05,1,0.999969091739815
"71","World","OWID_WRL",2000,"coal",5719.12,1,0.381993068297111,0.381993068297111,0.190996534148555
"72","World","OWID_WRL",2000,"gas",2681.11,2,0.179077451660757,0.561070519957867,0.471531794127489
"73","World","OWID_WRL",2000,"hydro",2621.36,3,0.175086612889975,0.736157132847842,0.648613826402855
"74","World","OWID_WRL",2000,"nuclear",2507.43,4,0.167476968351814,0.903634101199656,0.819895617023749
"75","World","OWID_WRL",2000,"oil",1209.51,5,0.0807859314083353,0.984420032607991,0.944027066903824
"76","World","OWID_WRL",2000,"other_renewables",201.02,6,0.0134265842628036,0.997846616870795,0.991133324739393
"77","World","OWID_WRL",2000,"wind",31.16,7,0.00208124746606785,0.999927864336863,0.998887240603829
"78","World","OWID_WRL",2000,"solar",1.08,8,7.21356631371399e-05,1,0.999963932168431
"79","World","OWID_WRL",2001,"coal",5801.14,1,0.381745616546079,0.381745616546079,0.190872808273039
"80","World","OWID_WRL",2001,"gas",2827.65,2,0.186074287575635,0.567819904121713,0.474782760333896
"81","World","OWID_WRL",2001,"nuclear",2573.71,3,0.169363695887499,0.737183600009213,0.652501752065463
"82","World","OWID_WRL",2001,"hydro",2561.04,4,0.168529943045534,0.905713543054747,0.82144857153198
"83","World","OWID_WRL",2001,"oil",1197.6,5,0.0788083980692732,0.98452194112402,0.945117742089383
"84","World","OWID_WRL",2001,"other_renewables",195.7,6,0.0128780924366706,0.997400033560691,0.990960987342355
"85","World","OWID_WRL",2001,"wind",38.16,7,0.00251112931723736,0.999911162877928,0.998655598219309
"86","World","OWID_WRL",2001,"solar",1.35,8,8.88371220720765e-05,1,0.999955581438964
"87","World","OWID_WRL",2002,"coal",6056.12,1,0.384926632759557,0.384926632759557,0.192463316379778
"88","World","OWID_WRL",2002,"gas",3033.78,2,0.19282687924501,0.577753512004566,0.481340072382061
"89","World","OWID_WRL",2002,"nuclear",2601.89,3,0.165375976121801,0.743129488126367,0.660441500065467
"90","World","OWID_WRL",2002,"hydro",2601.39,4,0.165344196151064,0.908473684277431,0.825801586201899
"91","World","OWID_WRL",2002,"oil",1175.58,5,0.0747197959980118,0.983193480275443,0.945833582276437
"92","World","OWID_WRL",2002,"other_renewables",210.69,6,0.0133914440691583,0.996584924344602,0.989889202310023
"93","World","OWID_WRL",2002,"wind",52.04,7,0.00330765935430727,0.999892583698909,0.998238754021755
"94","World","OWID_WRL",2002,"solar",1.69,8,0.00010741630109107,1,0.999946291849454
"95","World","OWID_WRL",2003,"coal",6458.61,1,0.396425631793549,0.396425631793549,0.198212815896775
"96","World","OWID_WRL",2003,"gas",3165.78,2,0.194313689264313,0.590739321057862,0.493582476425705
"97","World","OWID_WRL",2003,"hydro",2602.33,3,0.15972946413939,0.750468785197252,0.670604053127557
"98","World","OWID_WRL",2003,"nuclear",2577.71,4,0.158218303215483,0.908687088412735,0.829577936804993
"99","World","OWID_WRL",2003,"oil",1198.2,5,0.0735448017475944,0.982231890160329,0.945459489286532
"100","World","OWID_WRL",2003,"other_renewables",223.98,6,0.0137477588845153,0.995979649044844,0.989105769602587
"101","World","OWID_WRL",2003,"wind",63.43,7,0.0038932955890919,0.999872944633936,0.99792629683939
"102","World","OWID_WRL",2003,"solar",2.07,8,0.000127055366063696,1,0.999936472316968
"103","World","OWID_WRL",2004,"coal",6697.61,1,0.39183028981217,0.39183028981217,0.195915144906085
"104","World","OWID_WRL",2004,"gas",3408.19,2,0.199389345667326,0.591219635479497,0.491524962645833
"105","World","OWID_WRL",2004,"hydro",2796.69,3,0.163614760073339,0.754834395552836,0.673027015516166
"106","World","OWID_WRL",2004,"nuclear",2682.73,4,0.156947757989462,0.911782153542298,0.833308274547567
"107","World","OWID_WRL",2004,"oil",1177.47,5,0.0688855295165195,0.980667683058818,0.946224918300558
"108","World","OWID_WRL",2004,"other_renewables",242.48,6,0.014185807873802,0.99485349093262,0.987760586995719
"109","World","OWID_WRL",2004,"wind",85.26,7,0.004987965932532,0.999841456865152,0.997347473898886
"110","World","OWID_WRL",2004,"solar",2.71,8,0.000158543134848249,1,0.999920728432576
"111","World","OWID_WRL",2005,"coal",7040.85,1,0.396356326355527,0.396356326355527,0.198178163177764
"112","World","OWID_WRL",2005,"gas",3579.99,2,0.201531304429085,0.597887630784612,0.49712197857007
"113","World","OWID_WRL",2005,"hydro",2895.17,3,0.16298017219153,0.760867802976142,0.679377716880377
"114","World","OWID_WRL",2005,"nuclear",2686.95,4,0.151258673469962,0.912126476446104,0.836497139711123
"115","World","OWID_WRL",2005,"oil",1186.13,5,0.0667717859889191,0.978898262435023,0.945512369440563
"116","World","OWID_WRL",2005,"other_renewables",267.18,6,0.0150405822131802,0.993938844648203,0.986418553541613
"117","World","OWID_WRL",2005,"wind",103.89,7,0.00584836472088962,0.999787209369093,0.996863027008648
"118","World","OWID_WRL",2005,"solar",3.78,8,0.000212790630907333,1,0.999893604684546
"119","World","OWID_WRL",2006,"coal",7439.88,1,0.402781838144055,0.402781838144055,0.201390919072028
"120","World","OWID_WRL",2006,"gas",3792.38,2,0.205312691513943,0.608094529657998,0.505438183901027
"121","World","OWID_WRL",2006,"hydro",3001.53,3,0.162497482572908,0.770592012230906,0.689343270944452
"122","World","OWID_WRL",2006,"nuclear",2721.42,4,0.147332826599622,0.917924838830528,0.844258425530717
"123","World","OWID_WRL",2006,"oil",1097.06,5,0.0593928723788982,0.977317711209426,0.947621275019977
"124","World","OWID_WRL",2006,"other_renewables",281.07,6,0.0152166286616383,0.992534339871064,0.984926025540245
"125","World","OWID_WRL",2006,"wind",132.79,7,0.0071890138398938,0.999723353710958,0.996128846791011
"126","World","OWID_WRL",2006,"solar",5.11,8,0.000276646289041775,1,0.999861676855479
"127","World","OWID_WRL",2007,"coal",7931.82,1,0.409751818663658,0.409751818663658,0.204875909331829
"128","World","OWID_WRL",2007,"gas",4109.47,2,0.212292110290418,0.622043928954076,0.515897873808867
"129","World","OWID_WRL",2007,"hydro",3046.18,3,0.157363353552761,0.779407282506837,0.700725605730457
"130","World","OWID_WRL",2007,"nuclear",2666.92,4,0.137771068964057,0.917178351470894,0.848292816988865
"131","World","OWID_WRL",2007,"oil",1119.39,5,0.0578268402830513,0.975005191753945,0.946091771612419
"132","World","OWID_WRL",2007,"other_renewables",306.01,6,0.015808245021857,0.990813436775802,0.982909314264873
"133","World","OWID_WRL",2007,"wind",170.91,7,0.00882908126102279,0.999642518036825,0.995227977406313
"134","World","OWID_WRL",2007,"solar",6.92,8,0.000357481963175225,1,0.999821259018412
"135","World","OWID_WRL",2008,"coal",7927.59,1,0.403233665852155,0.403233665852155,0.201616832926077
"136","World","OWID_WRL",2008,"gas",4210.51,2,0.214165891829315,0.61739955768147,0.510316611766812
"137","World","OWID_WRL",2008,"hydro",3231.07,3,0.164347071521726,0.781746629203196,0.699573093442333
"138","World","OWID_WRL",2008,"nuclear",2656.04,4,0.135098402648214,0.91684503185141,0.849295830527303
"139","World","OWID_WRL",2008,"oil",1078.99,5,0.0548823908801813,0.971727422731592,0.944286227291501
"140","World","OWID_WRL",2008,"other_renewables",324.41,6,0.0165009837212946,0.988228406452886,0.979977914592239
"141","World","OWID_WRL",2008,"wind",220.07,7,0.0111937717318988,0.999422178184785,0.993825292318836
"142","World","OWID_WRL",2008,"solar",11.36,8,0.000577821815215025,1,0.999711089092392
"143","World","OWID_WRL",2009,"coal",7817.32,1,0.399630904819964,0.399630904819964,0.199815452409982
"144","World","OWID_WRL",2009,"gas",4247.72,2,0.217148611931181,0.616779516751145,0.508205210785554
"145","World","OWID_WRL",2009,"hydro",3229.55,3,0.165098523363674,0.781878040114818,0.699328778432981
"146","World","OWID_WRL",2009,"nuclear",2619,4,0.133886464891227,0.915764505006045,0.848821272560432
"147","World","OWID_WRL",2009,"oil",1005.12,5,0.0513829566977739,0.967147461703819,0.941455983354932
"148","World","OWID_WRL",2009,"other_renewables",347.57,6,0.0177682010699671,0.984915662773786,0.976031562238803
"149","World","OWID_WRL",2009,"wind",275.88,7,0.0141033210898021,0.999018983863588,0.991967323318687
"150","World","OWID_WRL",2009,"solar",19.19,8,0.000981016136411853,1,0.999509491931794
"151","World","OWID_WRL",2010,"coal",8358.6,1,0.399206039145938,0.399206039145938,0.199603019572969
"152","World","OWID_WRL",2010,"gas",4701.27,2,0.224532263256481,0.623738302402419,0.511472170774179
"153","World","OWID_WRL",2010,"hydro",3412.33,3,0.162972596315036,0.786710898717455,0.705224600559937
"154","World","OWID_WRL",2010,"nuclear",2686.44,4,0.128304150432275,0.91501504914973,0.850862973933593
"155","World","OWID_WRL",2010,"oil",1011.78,5,0.0483225284481943,0.963337577597924,0.939176313373827
"156","World","OWID_WRL",2010,"other_renewables",390.6,6,0.0186550234357911,0.981992601033716,0.97266508931582
"157","World","OWID_WRL",2010,"wind",345.99,7,0.0165244535549139,0.998517054588629,0.990254827811172
"158","World","OWID_WRL",2010,"solar",31.05,8,0.00148294541137049,1,0.999258527294315
"159","World","OWID_WRL",2011,"coal",8814.17,1,0.40704148796794,0.40704148796794,0.20352074398397
"160","World","OWID_WRL",2011,"gas",4767.24,2,0.220152829262458,0.627194317230398,0.517117902599169
"161","World","OWID_WRL",2011,"hydro",3479.25,3,0.160672995530204,0.787867312760602,0.7075308149955
"162","World","OWID_WRL",2011,"nuclear",2575.35,4,0.118930573841693,0.906797886602294,0.847332599681448
"163","World","OWID_WRL",2011,"oil",1103.87,5,0.0509771070132718,0.957774993615566,0.93228644010893
"164","World","OWID_WRL",2011,"wind",440.39,6,0.0203373659557509,0.978112359571317,0.967943676593441
"165","World","OWID_WRL",2011,"other_renewables",412.11,7,0.0190313855537694,0.997143745125086,0.987628052348202
"166","World","OWID_WRL",2011,"solar",61.85,8,0.00285625487491359,1,0.998571872562543
"167","World","OWID_WRL",2012,"coal",8855.83,1,0.399453041941119,0.399453041941119,0.19972652097056
"168","World","OWID_WRL",2012,"gas",5042.66,2,0.227455345966985,0.626908387908104,0.513180714924612
"169","World","OWID_WRL",2012,"hydro",3645.02,3,0.164413084593564,0.791321472501668,0.709114930204886
"170","World","OWID_WRL",2012,"nuclear",2403.21,4,0.10839972593459,0.899721198436258,0.845521335468963
"171","World","OWID_WRL",2012,"oil",1157.13,5,0.0521937637038343,0.951914962140092,0.925818080288175
"172","World","OWID_WRL",2012,"wind",529.11,6,0.0238661535984166,0.975781115738508,0.9638480389393
"173","World","OWID_WRL",2012,"other_renewables",441.75,7,0.019925673965906,0.995706789704414,0.985743952721461
"174","World","OWID_WRL",2012,"solar",95.18,8,0.00429321029558559,1,0.997853394852207
"175","World","OWID_WRL",2013,"coal",9306.75,1,0.408042426679071,0.408042426679071,0.204021213339536
"176","World","OWID_WRL",2013,"gas",4939.52,2,0.216566871080647,0.624609297759718,0.516325862219395
"177","World","OWID_WRL",2013,"hydro",3776.88,3,0.16559242275506,0.790201720514778,0.707405509137248
"178","World","OWID_WRL",2013,"nuclear",2418.44,4,0.106033376460927,0.896235096975705,0.843218408745241
"179","World","OWID_WRL",2013,"oil",1118.61,5,0.0490440098753567,0.945279106851062,0.920757101913383
"180","World","OWID_WRL",2013,"wind",641.17,6,0.0281112700689092,0.973390376919971,0.959334741885516
"181","World","OWID_WRL",2013,"other_renewables",475.5,7,0.0208476830135008,0.994238059933471,0.983814218426721
"182","World","OWID_WRL",2013,"solar",131.42,8,0.00576194006652844,1,0.997119029966736
"183","World","OWID_WRL",2014,"coal",9495.57,1,0.405398066757945,0.405398066757945,0.202699033378973
"184","World","OWID_WRL",2014,"gas",5096.07,2,0.217568500475818,0.622966567233763,0.514182316995854
"185","World","OWID_WRL",2014,"hydro",3865.63,3,0.165036846529647,0.78800341376341,0.705484990498586
"186","World","OWID_WRL",2014,"nuclear",2472.7,4,0.105567943754021,0.893571357517431,0.84078738564042
"187","World","OWID_WRL",2014,"oil",1063.74,5,0.04541466594771,0.938986023465141,0.916278690491286
"188","World","OWID_WRL",2014,"wind",716.51,6,0.0305902403765899,0.969576263841731,0.954281143653436
"189","World","OWID_WRL",2014,"other_renewables",516.15,7,0.0220361928938561,0.991612456735587,0.980594360288659
"190","World","OWID_WRL",2014,"solar",196.46,8,0.0083875432644134,1,0.995806228367793
"191","World","OWID_WRL",2015,"coal",9160.63,1,0.387172046410114,0.387172046410114,0.193586023205057
"192","World","OWID_WRL",2015,"gas",5418.55,2,0.229013844252581,0.616185890662695,0.501678968536404
"193","World","OWID_WRL",2015,"hydro",3870.04,3,0.163566403892418,0.779752294555112,0.697969092608904
"194","World","OWID_WRL",2015,"nuclear",2502.45,4,0.105765508217119,0.885517802772232,0.832635048663672
"195","World","OWID_WRL",2015,"oil",1068.09,5,0.0451425929275801,0.930660395699812,0.908089099236022
"196","World","OWID_WRL",2015,"wind",828.37,6,0.0350108789553498,0.965671274655162,0.948165835177487
"197","World","OWID_WRL",2015,"other_renewables",557.36,7,0.0235566998980573,0.989227974553219,0.97744962460419
"198","World","OWID_WRL",2015,"solar",254.87,8,0.010772025446781,1,0.99461398727661
"199","World","OWID_WRL",2016,"coal",9226.85,1,0.379793442025093,0.379793442025093,0.189896721012547
"200","World","OWID_WRL",2016,"gas",5669.08,2,0.233349345260367,0.61314278728546,0.496468114655276
"201","World","OWID_WRL",2016,"hydro",3996.54,3,0.164504644899501,0.777647432184961,0.69539510973521
"202","World","OWID_WRL",2016,"nuclear",2540.48,4,0.104570643675351,0.882218075860312,0.829932754022636
"203","World","OWID_WRL",2016,"oil",1004.96,5,0.0413659285127143,0.923584004373026,0.902901040116669
"204","World","OWID_WRL",2016,"wind",959.65,6,0.0395008888883401,0.963084893261366,0.943334448817196
"205","World","OWID_WRL",2016,"other_renewables",567.68,7,0.0233667114095065,0.986451604670873,0.974768248966119
"206","World","OWID_WRL",2016,"solar",329.15,8,0.0135483953291274,1,0.993225802335436
"207","World","OWID_WRL",2017,"coal",9518.91,1,0.380354745388869,0.380354745388869,0.190177372694435
"208","World","OWID_WRL",2017,"gas",5791.83,2,0.231428811175399,0.611783556564268,0.496069150976569
"209","World","OWID_WRL",2017,"hydro",4053.96,3,0.161987341367516,0.773770897931784,0.692777227248026
"210","World","OWID_WRL",2017,"nuclear",2566.22,4,0.102540517213822,0.876311415145606,0.825041156538695
"211","World","OWID_WRL",2017,"wind",1136.41,5,0.0454084486781958,0.921719863823802,0.899015639484704
"212","World","OWID_WRL",2017,"oil",913.07,6,0.0364842726081258,0.958204136431928,0.939962000127865
"213","World","OWID_WRL",2017,"other_renewables",601.46,7,0.0240330211296871,0.982237157561615,0.970220646996771
"214","World","OWID_WRL",2017,"solar",444.54,8,0.0177628424383851,1,0.991118578780807
"215","World","OWID_WRL",2018,"coal",9899.44,1,0.380425647365442,0.380425647365442,0.190212823682721
"216","World","OWID_WRL",2018,"gas",6015.24,2,0.23115969903939,0.611585346404832,0.496005496885137
"217","World","OWID_WRL",2018,"hydro",4174.81,3,0.160433802000691,0.772019148405523,0.691802247405177
"218","World","OWID_WRL",2018,"nuclear",2619.57,4,0.100667473419617,0.87268662182514,0.822352885115331
"219","World","OWID_WRL",2018,"wind",1265.29,5,0.0486238380509423,0.921310459876082,0.896998540850611
"220","World","OWID_WRL",2018,"oil",841.34,6,0.0323318606056949,0.953642320481777,0.937476390178929
"221","World","OWID_WRL",2018,"other_renewables",635.75,7,0.0244312410916759,0.978073561573453,0.965857941027615
"222","World","OWID_WRL",2018,"solar",570.57,8,0.0219264384265474,1,0.989036780786726
"223","World","OWID_WRL",2019,"coal",9680.92,1,0.367180240298146,0.367180240298146,0.183590120149073
"224","World","OWID_WRL",2019,"gas",6176.34,2,0.234257695070619,0.601437935368765,0.484309087833456
"225","World","OWID_WRL",2019,"hydro",4220.11,3,0.160061337546908,0.761499272915673,0.681468604142219
"226","World","OWID_WRL",2019,"nuclear",2724.08,4,0.10331955526865,0.864818828184322,0.813159050549997
"227","World","OWID_WRL",2019,"wind",1419.51,5,0.0538395134869022,0.918658341671224,0.891738584927773
"228","World","OWID_WRL",2019,"oil",776.78,6,0.0294618969125656,0.94812023858379,0.933389290127507
"229","World","OWID_WRL",2019,"solar",701.19,7,0.0265949013827877,0.974715139966578,0.961417689275184
"230","World","OWID_WRL",2019,"other_renewables",666.65,8,0.0252848600334224,1,0.987357569983289
"231","World","OWID_WRL",2020,"coal",9292.9,1,0.353652693562523,0.353652693562523,0.176826346781262
"232","World","OWID_WRL",2020,"gas",6132.47,2,0.233378658297342,0.587031351859865,0.470342022711194
"233","World","OWID_WRL",2020,"hydro",4341.1,3,0.165205878468968,0.752237230328832,0.669634291094349
"234","World","OWID_WRL",2020,"nuclear",2634.69,4,0.100266355518971,0.852503585847803,0.802370408088318
"235","World","OWID_WRL",2020,"wind",1587.13,5,0.0604001764286592,0.912903762276463,0.882703674062133
"236","World","OWID_WRL",2020,"solar",850.89,6,0.0323816613140586,0.945285423590521,0.929094592933492
"237","World","OWID_WRL",2020,"oil",741,7,0.0281996627457338,0.973485086336255,0.959385254963388
"238","World","OWID_WRL",2020,"other_renewables",696.73,8,0.0265149136637451,1,0.986742543168127
"239","World","OWID_WRL",2021,"coal",10081.8,1,0.362199711729008,0.362199711729008,0.181099855864504
"240","World","OWID_WRL",2021,"gas",6326,2,0.227268481461416,0.589468193190424,0.475833952459716
"241","World","OWID_WRL",2021,"hydro",4244.57,3,0.152490828067765,0.741959021258189,0.665713607224307
"242","World","OWID_WRL",2021,"nuclear",2740.78,4,0.0984655246000348,0.840424545858224,0.791191783558207
"243","World","OWID_WRL",2021,"wind",1849.4,5,0.0664417214060612,0.906866267264285,0.873645406561255
"244","World","OWID_WRL",2021,"solar",1040.06,6,0.0373652951041354,0.944231562368421,0.925548914816353
"245","World","OWID_WRL",2021,"oil",793.53,7,0.0285084347287508,0.972739997097171,0.958485779732796
"246","World","OWID_WRL",2021,"other_renewables",758.78,8,0.0272600029028285,1,0.986369998548586
"247","World","OWID_WRL",2022,"coal",10190.71,1,0.357220826310934,0.357220826310934,0.178610413155467
"248","World","OWID_WRL",2022,"gas",6309.46,2,0.22116913490579,0.578389961216724,0.467805393763829
"249","World","OWID_WRL",2022,"hydro",4326.76,3,0.151668409997841,0.730058371214564,0.654224166215644
"250","World","OWID_WRL",2022,"nuclear",2610.04,4,0.0914912352038856,0.82154960641845,0.775803988816507
"251","World","OWID_WRL",2022,"wind",2139.23,5,0.0749876611412884,0.896537267559738,0.859043436989094
"252","World","OWID_WRL",2022,"solar",1289.27,6,0.045193523781748,0.941730791341486,0.919134029450612
"253","World","OWID_WRL",2022,"oil",884.98,7,0.0310217135870464,0.972752504928533,0.95724164813501
"254","World","OWID_WRL",2022,"other_renewables",777.31,8,0.0272474950714672,1,0.986376252464266
